447.79999 0.00062 0.00006 0.00090 0.00018 0.00590
447.89999 0.00063 0.00006 0.00092 0.00018 0.00602
448.00000 0.00064 0.00006 0.00094 0.00018 0.00614
448.09998 0.00064 0.00006 0.00095 0.00018 0.00627
448.19998 0.00065 0.00006 0.00097 0.00019 0.00640
448.29999 0.00066 0.00006 0.00099 0.00019 0.00653
448.39999 0.00067 0.00006 0.00101 0.00019 0.00666
448.50000 0.00067 0.00006 0.00102 0.00019 0.00680
448.59998 0.00068 0.00006 0.00104 0.00019 0.00694
448.69998 0.00069 0.00006 0.00106 0.00020 0.00709
448.79999 0.00070 0.00006 0.00109 0.00020 0.00724
448.89999 0.00071 0.00007 0.00111 0.00020 0.00739
449.00000 0.00072 0.00007 0.00113 0.00020 0.00755
449.09998 0.00072 0.00007 0.00115 0.00021 0.00772
449.19998 0.00073 0.00007 0.00118 0.00021 0.00788
449.29999 0.00074 0.00007 0.00120 0.00021 0.00805
449.39999 0.00075 0.00007 0.00123 0.00021 0.00823
449.50000 0.00076 0.00007 0.00125 0.00021 0.00841
449.59998 0.00077 0.00007 0.00128 0.00022 0.00860
449.69998 0.00078 0.00007 0.00131 0.00022 0.00879
449.79999 0.00079 0.00007 0.00133 0.00022 0.00899
449.89999 0.00080 0.00007 0.00136 0.00023 0.00920
450.00000 0.00081 0.00007 0.00140 0.00023 0.00941
450.09998 0.00082 0.00007 0.00143 0.00023 0.00963
450.19998 0.00084 0.00007 0.00146 0.00023 0.00985
450.29999 0.00085 0.00007 0.00150 0.00024 0.01009
450.39999 0.00086 0.00007 0.00153 0.00024 0.01033
450.50000 0.00087 0.00007 0.00157 0.00024 0.01058
450.59998 0.00088 0.00007 0.00161 0.00024 0.01083
450.69998 0.00089 0.00007 0.00165 0.00025 0.01110
450.79999 0.00091 0.00007 0.00169 0.00025 0.01137
450.89999 0.00092 0.00007 0.00173 0.00025 0.01166
451.00000 0.00093 0.00007 0.00178 0.00026 0.01196
451.09998 0.00095 0.00007 0.00183 0.00026 0.01226
451.19998 0.00096 0.00007 0.00188 0.00026 0.01258
451.29999 0.00098 0.00007 0.00193 0.00027 0.01291
451.39999 0.00099 0.00007 0.00198 0.00027 0.01326
451.50000 0.00100 0.00007 0.00204 0.00027 0.01362
451.59998 0.00102 0.00007 0.00210 0.00028 0.01399
451.69998 0.00104 0.00008 0.00216 0.00028 0.01438
451.79999 0.00105 0.00008 0.00223 0.00029 0.01479
451.89999 0.00107 0.00008 0.00230 0.00029 0.01521
452.00000 0.00108 0.00008 0.00237 0.00029 0.01565
452.09998 0.00110 0.00008 0.00245 0.00030 0.01611
452.19998 0.00112 0.00008 0.00253 0.00030 0.01660
452.29999 0.00114 0.00008 0.00261 0.00031 0.01711
452.39999 0.00116 0.00008 0.00270 0.00031 0.01764
452.50000 0.00117 0.00008 0.00280 0.00031 0.01820
452.59998 0.00119 0.00008 0.00290 0.00032 0.01879
452.69998 0.00121 0.00008 0.00300 0.00032 0.01941
452.79999 0.00123 0.00008 0.00311 0.00033 0.02006
452.89999 0.00126 0.00008 0.00323 0.00033 0.02075
453.00000 0.00128 0.00008 0.00336 0.00034 0.02148
453.09998 0.00130 0.00008 0.00350 0.00034 0.02225
453.19998 0.00132 0.00008 0.00364 0.00035 0.02307
453.29999 0.00135 0.00008 0.00379 0.00035 0.02394
453.39999 0.00137 0.00008 0.00396 0.00036 0.02486
453.50000 0.00140 0.00008 0.00414 0.00036 0.02585
453.59998 0.00142 0.00008 0.00433 0.00037 0.02691
453.69998 0.00145 0.00008 0.00454 0.00038 0.02804
453.79999 0.00147 0.00008 0.00476 0.00038 0.02925
453.89999 0.00150 0.00009 0.00500 0.00039 0.03056
454.00000 0.00153 0.00009 0.00526 0.00039 0.03197
454.09998 0.00156 0.00009 0.00555 0.00040 0.03350
454.19998 0.00159 0.00009 0.00586 0.00041 0.03516
454.29999 0.00162 0.00009 0.00621 0.00041 0.03698
454.39999 0.00166 0.00009 0.00659 0.00042 0.03896
454.50000 0.00169 0.00009 0.00701 0.00043 0.04114
454.59998 0.00172 0.00009 0.00748 0.00044 0.04355
454.69998 0.00176 0.00009 0.00800 0.00044 0.04623
454.79999 0.00180 0.00009 0.00858 0.00045 0.04921
454.89999 0.00184 0.00009 0.00924 0.00046 0.05256
455.00000 0.00187 0.00009 0.00999 0.00047 0.05633
455.09998 0.00192 0.00009 0.01085 0.00048 0.06061
455.19998 0.00196 0.00009 0.01183 0.00048 0.06550
455.29999 0.00200 0.00009 0.01296 0.00049 0.07111
455.39999 0.00205 0.00009 0.01427 0.00050 0.07758
455.50000 0.00210 0.00009 0.01580 0.00051 0.08507
455.59998 0.00214 0.00009 0.01758 0.00052 0.09376
455.69998 0.00220 0.00009 0.01966 0.00053 0.10389
455.79999 0.00225 0.00010 0.02209 0.00054 0.11569
455.89999 0.00230 0.00010 0.02492 0.00055 0.12941
456.00000 0.00236 0.00010 0.02822 0.00056 0.14533
456.09998 0.00242 0.00010 0.03203 0.00058 0.16369
456.19998 0.00248 0.00010 0.03641 0.00059 0.18476
456.29999 0.00255 0.00010 0.04139 0.00060 0.20873
456.39999 0.00262 0.00010 0.04701 0.00061 0.23570
456.50000 0.00269 0.00010 0.05327 0.00063 0.26569
456.59998 0.00276 0.00010 0.06013 0.00064 0.29856
456.69998 0.00284 0.00010 0.06754 0.00065 0.33406
456.79999 0.00292 0.00010 0.07540 0.00067 0.37169
456.89999 0.00300 0.00010 0.08357 0.00068 0.41078
457.00000 0.00309 0.00010 0.09186 0.00070 0.45048
457.09998 0.00318 0.00010 0.10005 0.00071 0.48975
457.19998 0.00328 0.00010 0.10790 0.00073 0.52745
457.29999 0.00338 0.00010 0.11516 0.00075 0.56235
457.39999 0.00349 0.00011 0.12156 0.00077 0.59321
457.50000 0.00360 0.00011 0.12685 0.00078 0.61888
457.59998 0.00372 0.00011 0.13083 0.00080 0.63835
457.69998 0.00384 0.00011 0.13333 0.00082 0.65085
457.79999 0.00398 0.00011 0.13424 0.00085 0.65590
457.89999 0.00412 0.00011 0.13353 0.00087 0.65333
458.00000 0.00427 0.00011 0.13125 0.00089 0.64332
458.09998 0.00442 0.00011 0.12748 0.00091 0.62638
458.19998 0.00459 0.00011 0.12240 0.00094 0.60327
458.29999 0.00477 0.00011 0.11623 0.00097 0.57503
458.39999 0.00496 0.00011 0.10920 0.00099 0.54282
458.50000 0.00516 0.00011 0.10159 0.00102 0.50789
458.59998 0.00538 0.00011 0.09365 0.00105 0.47150
458.69998 0.00561 0.00011 0.08563 0.00108 0.43481
458.79999 0.00586 0.00012 0.07775 0.00111 0.39888
458.89999 0.00612 0.00012 0.07020 0.00115 0.36458
459.00000 0.00641 0.00012 0.06312 0.00119 0.33262
459.09998 0.00672 0.00012 0.05661 0.00122 0.30351
459.19998 0.00706 0.00012 0.05075 0.00126 0.27756
459.29999 0.00743 0.00012 0.04556 0.00131 0.25495
459.39999 0.00783 0.00012 0.04105 0.00135 0.23571
459.50000 0.00827 0.00012 0.03720 0.00140 0.21979
459.59998 0.00875 0.00012 0.03397 0.00145 0.20706
459.69998 0.00928 0.00012 0.03133 0.00150 0.19734
459.79999 0.00986 0.00012 0.02924 0.00156 0.19047
459.89999 0.01052 0.00012 0.02763 0.00162 0.18627
460.00000 0.01125 0.00012 0.02648 0.00168 0.18460
460.09998 0.01207 0.00013 0.02575 0.00175 0.18532
460.19998 0.01300 0.00013 0.02539 0.00182 0.18837
460.29999 0.01406 0.00013 0.02538 0.00190 0.19369
460.39999 0.01527 0.00013 0.02569 0.00198 0.20128
460.50000 0.01665 0.00013 0.02630 0.00207 0.21115
460.59998 0.01826 0.00013 0.02718 0.00216 0.22336
460.69998 0.02011 0.00013 0.02831 0.00227 0.23799
460.79999 0.02227 0.00013 0.02966 0.00238 0.25512
460.89999 0.02479 0.00013 0.03119 0.00250 0.27484
461.00000 0.02772 0.00013 0.03287 0.00263 0.29727
461.09998 0.03113 0.00014 0.03464 0.00278 0.32248
461.19998 0.03509 0.00014 0.03646 0.00293 0.35058
461.29999 0.03967 0.00014 0.03827 0.00310 0.38158
461.39999 0.04491 0.00014 0.04001 0.00329 0.41552
461.50000 0.05088 0.00014 0.04161 0.00350 0.45232
461.59998 0.05760 0.00014 0.04301 0.00374 0.49186
461.69998 0.06509 0.00014 0.04416 0.00400 0.53393
461.79999 0.07330 0.00014 0.04500 0.00429 0.57817
461.89999 0.08218 0.00014 0.04550 0.00462 0.62412
462.00000 0.09161 0.00014 0.04564 0.00500 0.67115
462.09998 0.10144 0.00015 0.04539 0.00542 0.71848
462.19998 0.11145 0.00015 0.04477 0.00591 0.76525
462.29999 0.12141 0.00015 0.04380 0.00648 0.81042
462.39999 0.13103 0.00015 0.04250 0.00714 0.85291
462.50000 0.14004 0.00015 0.04092 0.00790 0.89163
462.59998 0.14812 0.00015 0.03911 0.00879 0.92554
462.69998 0.15502 0.00015 0.03713 0.00983 0.95375
462.79999 0.16051 0.00015 0.03503 0.01104 0.97555
462.89999 0.16441 0.00015 0.03288 0.01246 0.99054
463.00000 0.16662 0.00016 0.03073 0.01411 0.99860
463.09998 0.16711 0.00016 0.02863 0.01601 1.00000
463.19998 0.16595 0.00016 0.02661 0.01820 0.99533
463.29999 0.16328 0.00016 0.02470 0.02070 0.98549
463.39999 0.15930 0.00016 0.02294 0.02351 0.97162
463.50000 0.15427 0.00016 0.02133 0.02664 0.95500
463.59998 0.14847 0.00016 0.01988 0.03007 0.93698
463.69998 0.14220 0.00017 0.01861 0.03377 0.91880
463.79999 0.13574 0.00017 0.01749 0.03770 0.90156
463.89999 0.12933 0.00017 0.01654 0.04178 0.88607
464.00000 0.12319 0.00017 0.01574 0.04593 0.87284
464.09998 0.11746 0.00017 0.01509 0.05002 0.86204
464.19998 0.11224 0.00017 0.01457 0.05395 0.85345
464.29999 0.10755 0.00017 0.01418 0.05758 0.84658
464.39999 0.10337 0.00017 0.01390 0.06078 0.84069
464.50000 0.09966 0.00018 0.01374 0.06343 0.83487
464.59998 0.09630 0.00018 0.01369 0.06541 0.82818
464.69998 0.09321 0.00018 0.01374 0.06666 0.81971
464.79999 0.09027 0.00018 0.01390 0.06712 0.80867
464.89999 0.08737 0.00018 0.01415 0.06677 0.79450
465.00000 0.08443 0.00018 0.01451 0.06562 0.77688
465.09998 0.08140 0.00019 0.01496 0.06374 0.75579
465.19998 0.07823 0.00019 0.01552 0.06120 0.73146
465.29999 0.07492 0.00019 0.01619 0.05811 0.70435
465.39999 0.07149 0.00019 0.01696 0.05460 0.67516
465.50000 0.06797 0.00019 0.01784 0.05079 0.64467
465.59998 0.06441 0.00019 0.01884 0.04682 0.61377
465.69998 0.06087 0.00020 0.01994 0.04281 0.58330
465.79999 0.05741 0.00020 0.02116 0.03888 0.55407
465.89999 0.05409 0.00020 0.02249 0.03510 0.52676
466.00000 0.05095 0.00020 0.02391 0.03156 0.50194
466.09998 0.04804 0.00020 0.02544 0.02831 0.48000
466.19998 0.04537 0.00020 0.02705 0.02537 0.46114
466.29999 0.04297 0.00021 0.02873 0.02278 0.44545
466.39999 0.04084 0.00021 0.03046 0.02052 0.43288
466.50000 0.03896 0.00021 0.03221 0.01860 0.42324
466.59998 0.03734 0.00021 0.03397 0.01699 0.41628
466.69998 0.03596 0.00021 0.03571 0.01567 0.41170
466.79999 0.03479 0.00022 0.03738 0.01462 0.40914
466.89999 0.03383 0.00022 0.03896 0.01382 0.40827
467.00000 0.03305 0.00022 0.04041 0.01324 0.40876
467.09998 0.03246 0.00022 0.04170 0.01287 0.41032
467.19998 0.03205 0.00022 0.04278 0.01269 0.41268
467.29999 0.03182 0.00023 0.04364 0.01269 0.41564
467.39999 0.03177 0.00023 0.04425 0.01285 0.41904
467.50000 0.03192 0.00023 0.04458 0.01315 0.42278
467.59998 0.03228 0.00023 0.04463 0.01359 0.42680
467.69998 0.03286 0.00024 0.04439 0.01416 0.43107
467.79999 0.03367 0.00024 0.04386 0.01483 0.43561
467.89999 0.03472 0.00024 0.04306 0.01560 0.44044
468.00000 0.03602 0.00024 0.04201 0.01643 0.44559
468.09998 0.03758 0.00025 0.04073 0.01732 0.45107
468.19998 0.03937 0.00025 0.03925 0.01823 0.45688
468.29999 0.04140 0.00025 0.03760 0.01914 0.46299
468.39999 0.04363 0.00025 0.03584 0.02000 0.46932
468.50000 0.04604 0.00026 0.03399 0.02080 0.47573
468.59998 0.04857 0.00026 0.03208 0.02151 0.48207
468.69998 0.05119 0.00026 0.03017 0.02208 0.48810
468.79999 0.05382 0.00026 0.02827 0.02250 0.49357
468.89999 0.05641 0.00027 0.02641 0.02275 0.49821
469.00000 0.05888 0.00027 0.02462 0.02282 0.50174
469.09998 0.06116 0.00027 0.02291 0.02270 0.50387
469.19998 0.06318 0.00027 0.02129 0.02239 0.50437
469.29999 0.06490 0.00028 0.01978 0.02190 0.50303
469.39999 0.06624 0.00028 0.01838 0.02125 0.49973
469.50000 0.06719 0.00028 0.01709 0.02046 0.49438
469.59998 0.06771 0.00029 0.01591 0.01955 0.48701
469.69998 0.06781 0.00029 0.01484 0.01856 0.47772
469.79999 0.06749 0.00029 0.01387 0.01752 0.46666
469.89999 0.06677 0.00030 0.01299 0.01644 0.45408
470.00000 0.06571 0.00030 0.01220 0.01537 0.44025
470.09998 0.06435 0.00030 0.01150 0.01431 0.42551
470.19998 0.06274 0.00031 0.01087 0.01330 0.41019
470.29999 0.06096 0.00031 0.01031 0.01235 0.39461
470.39999 0.05905 0.00031 0.00982 0.01147 0.37909
470.50000 0.05708 0.00032 0.00938 0.01066 0.36390
470.59998 0.05510 0.00032 0.00899 0.00994 0.34929
470.69998 0.05315 0.00032 0.00865 0.00930 0.33542
470.79999 0.05125 0.00033 0.00834 0.00875 0.32242
470.89999 0.04945 0.00033 0.00807 0.00827 0.31035
471.00000 0.04773 0.00034 0.00783 0.00787 0.29923
471.09998 0.04612 0.00034 0.00762 0.00754 0.28903
471.19998 0.04460 0.00034 0.00742 0.00728 0.27971
471.29999 0.04316 0.00035 0.00724 0.00709 0.27116
471.39999 0.04180 0.00035 0.00707 0.00695 0.26331
471.50000 0.04051 0.00036 0.00691 0.00687 0.25606
471.59998 0.03925 0.00036 0.00676 0.00685 0.24930
471.69998 0.03803 0.00037 0.00660 0.00687 0.24296
471.79999 0.03684 0.00037 0.00645 0.00695 0.23697
471.89999 0.03566 0.00038 0.00630 0.00708 0.23127
472.00000 0.03448 0.00038 0.00614 0.00725 0.22583
472.09998 0.03331 0.00039 0.00598 0.00748 0.22063
472.19998 0.03214 0.00039 0.00581 0.00776 0.21566
472.29999 0.03097 0.00040 0.00564 0.00809 0.21093
472.39999 0.02981 0.00040 0.00547 0.00848 0.20646
472.50000 0.02866 0.00041 0.00529 0.00892 0.20227
472.59998 0.02752 0.00041 0.00511 0.00942 0.19840
472.69998 0.02639 0.00042 0.00493 0.00997 0.19486
472.79999 0.02529 0.00042 0.00474 0.01058 0.19169
472.89999 0.02422 0.00043 0.00456 0.01124 0.18891
473.00000 0.02317 0.00044 0.00438 0.01196 0.18654
473.09998 0.02217 0.00044 0.00421 0.01272 0.18460
473.19998 0.02120 0.00045 0.00404 0.01352 0.18308
473.29999 0.02029 0.00045 0.00388 0.01436 0.18198
473.39999 0.01943 0.00046 0.00372 0.01523 0.18129
473.50000 0.01862 0.00047 0.00358 0.01611 0.18097
473.59998 0.01788 0.00047 0.00344 0.01699 0.18099
473.69998 0.01720 0.00048 0.00330 0.01785 0.18128
473.79999 0.01659 0.00049 0.00318 0.01869 0.18178
473.89999 0.01604 0.00049 0.00307 0.01948 0.18242
