435.00000 0.00000 0.00000
435.10000 0.00001 0.00004
435.20000 0.00003 0.00007
435.30000 0.00004 0.00011
435.40000 0.00006 0.00015
435.50000 0.00007 0.00018
435.60000 0.00009 0.00022
435.70000 0.00010 0.00026
435.80000 0.00012 0.00030
435.90000 0.00013 0.00033
436.00000 0.00015 0.00037
436.10000 0.00016 0.00041
436.20000 0.00018 0.00045
436.30000 0.00019 0.00049
436.40000 0.00021 0.00053
436.50000 0.00022 0.00057
436.60000 0.00024 0.00061
436.70000 0.00025 0.00065
436.80000 0.00026 0.00069
436.90000 0.00028 0.00073
437.00000 0.00029 0.00077
437.10000 0.00031 0.00081
437.20000 0.00032 0.00085
437.30000 0.00034 0.00089
437.40000 0.00035 0.00093
437.50000 0.00037 0.00097
437.60000 0.00038 0.00102
437.70000 0.00040 0.00106
437.80000 0.00041 0.00110
437.90000 0.00043 0.00114
438.00000 0.00044 0.00119
438.10000 0.00046 0.00123
438.20000 0.00047 0.00128
438.30000 0.00049 0.00132
438.40000 0.00050 0.00136
438.50000 0.00052 0.00141
438.60000 0.00053 0.00145
438.70000 0.00054 0.00150
438.80000 0.00056 0.00155
438.90000 0.00057 0.00159
439.00000 0.00059 0.00164
439.10000 0.00060 0.00168
439.20000 0.00062 0.00173
439.30000 0.00063 0.00178
439.40000 0.00065 0.00183
439.50000 0.00066 0.00188
439.60000 0.00068 0.00192
439.70000 0.00069 0.00197
439.80000 0.00071 0.00202
439.90000 0.00072 0.00207
440.00000 0.00074 0.00212
440.10000 0.00075 0.00217
440.20000 0.00077 0.00223
440.30000 0.00078 0.00228
440.40000 0.00079 0.00233
440.50000 0.00081 0.00238
440.60000 0.00082 0.00243
440.70000 0.00084 0.00249
440.80000 0.00085 0.00254
440.90000 0.00087 0.00259
441.00000 0.00088 0.00265
441.10000 0.00090 0.00270
441.20000 0.00091 0.00276
441.30000 0.00093 0.00282
441.40000 0.00094 0.00287
441.50000 0.00096 0.00293
441.60000 0.00097 0.00299
441.70000 0.00099 0.00304
441.80000 0.00100 0.00310
441.90000 0.00102 0.00316
442.00000 0.00103 0.00322
442.10000 0.00105 0.00328
442.20000 0.00106 0.00334
442.30000 0.00107 0.00340
442.40000 0.00109 0.00347
442.50000 0.00110 0.00353
442.60000 0.00112 0.00359
442.70000 0.00113 0.00365
442.80000 0.00115 0.00372
442.90000 0.00116 0.00378
443.00000 0.00118 0.00385
443.10000 0.00119 0.00392
443.20000 0.00121 0.00398
443.30000 0.00122 0.00405
443.40000 0.00124 0.00412
443.50000 0.00125 0.00419
443.60000 0.00127 0.00426
443.70000 0.00128 0.00433
443.80000 0.00130 0.00440
443.90000 0.00131 0.00447
444.00000 0.00132 0.00454
444.10000 0.00134 0.00462
444.20000 0.00135 0.00469
444.30000 0.00137 0.00477
444.40000 0.00138 0.00484
444.50000 0.00140 0.00492
444.60000 0.00141 0.00500
444.70000 0.00143 0.00508
444.80000 0.00144 0.00515
444.90000 0.00146 0.00524
445.00000 0.00147 0.00532
445.10000 0.00149 0.00540
445.20000 0.00150 0.00548
445.30000 0.00152 0.00557
445.40000 0.00153 0.00565
445.50000 0.00155 0.00574
445.60000 0.00155 0.00582
445.70000 0.00156 0.00590
445.80000 0.00157 0.00599
445.90000 0.00159 0.00608
446.00000 0.00160 0.00617
446.10000 0.00161 0.00626
446.20000 0.00163 0.00635
446.30000 0.00165 0.00645
446.40000 0.00166 0.00655
446.50000 0.00168 0.00664
446.60000 0.00169 0.00674
446.70000 0.00170 0.00684
446.80000 0.00171 0.00694
446.90000 0.00173 0.00704
447.00000 0.00174 0.00714
447.10000 0.00175 0.00725
447.20000 0.00177 0.00736
447.30000 0.00178 0.00746
447.40000 0.00178 0.00755
447.50000 0.00178 0.00766
447.60000 0.00179 0.00777
447.70000 0.00180 0.00788
447.80000 0.00182 0.00800
447.90000 0.00183 0.00812
448.00000 0.00184 0.00823
448.10000 0.00185 0.00835
448.20000 0.00187 0.00847
448.30000 0.00188 0.00860
448.40000 0.00189 0.00872
448.50000 0.00190 0.00884
448.60000 0.00191 0.00898
448.70000 0.00192 0.00910
448.80000 0.00193 0.00923
448.90000 0.00193 0.00936
449.00000 0.00195 0.00950
449.10000 0.00195 0.00964
449.20000 0.00196 0.00977
449.30000 0.00197 0.00991
449.40000 0.00198 0.01006
449.50000 0.00199 0.01021
449.60000 0.00201 0.01037
449.70000 0.00202 0.01053
449.80000 0.00204 0.01069
449.90000 0.00205 0.01085
450.00000 0.00207 0.01103
450.10000 0.00210 0.01121
450.20000 0.00212 0.01139
450.30000 0.00215 0.01158
450.40000 0.00217 0.01176
450.50000 0.00219 0.01195
450.60000 0.00221 0.01214
450.70000 0.00222 0.01233
450.80000 0.00223 0.01251
450.90000 0.00225 0.01272
451.00000 0.00228 0.01293
451.10000 0.00231 0.01315
451.20000 0.00233 0.01336
451.30000 0.00234 0.01358
451.40000 0.00235 0.01379
451.50000 0.00237 0.01402
451.60000 0.00239 0.01425
451.70000 0.00241 0.01448
451.80000 0.00243 0.01472
451.90000 0.00244 0.01496
452.00000 0.00245 0.01521
452.10000 0.00247 0.01546
452.20000 0.00249 0.01572
452.30000 0.00251 0.01599
452.40000 0.00253 0.01627
452.50000 0.00256 0.01655
452.60000 0.00258 0.01684
452.70000 0.00261 0.01714
452.80000 0.00263 0.01745
452.90000 0.00266 0.01776
453.00000 0.00269 0.01809
453.10000 0.00271 0.01841
453.20000 0.00274 0.01874
453.30000 0.00276 0.01909
453.40000 0.00279 0.01944
453.50000 0.00282 0.01980
453.60000 0.00286 0.02019
453.70000 0.00290 0.02058
453.80000 0.00294 0.02098
453.90000 0.00297 0.02138
454.00000 0.00299 0.02179
454.10000 0.00302 0.02222
454.20000 0.00307 0.02266
454.30000 0.00311 0.02312
454.40000 0.00314 0.02359
454.50000 0.00318 0.02407
454.60000 0.00323 0.02457
454.70000 0.00327 0.02508
454.80000 0.00332 0.02561
454.90000 0.00336 0.02615
455.00000 0.00340 0.02670
455.10000 0.00344 0.02728
455.20000 0.00349 0.02787
455.30000 0.00354 0.02848
455.40000 0.00358 0.02911
455.50000 0.00363 0.02976
455.60000 0.00369 0.03045
455.70000 0.00374 0.03114
455.80000 0.00378 0.03185
455.90000 0.00383 0.03259
456.00000 0.00389 0.03336
456.10000 0.00395 0.03416
456.20000 0.00402 0.03500
456.30000 0.00409 0.03587
456.40000 0.00416 0.03677
456.50000 0.00423 0.03770
456.60000 0.00430 0.03866
456.70000 0.00439 0.03968
456.80000 0.00448 0.04073
456.90000 0.00457 0.04183
457.00000 0.00465 0.04296
457.10000 0.00474 0.04414
457.20000 0.00483 0.04537
457.30000 0.00493 0.04666
457.40000 0.00504 0.04801
457.50000 0.00514 0.04941
457.60000 0.00524 0.05087
457.70000 0.00536 0.05240
457.80000 0.00548 0.05402
457.90000 0.00561 0.05571
458.00000 0.00574 0.05748
458.10000 0.00588 0.05934
458.20000 0.00602 0.06129
458.30000 0.00617 0.06334
458.40000 0.00631 0.06550
458.50000 0.00647 0.06777
458.60000 0.00664 0.07018
458.70000 0.00681 0.07273
458.80000 0.00700 0.07542
458.90000 0.00719 0.07827
459.00000 0.00739 0.08129
459.10000 0.00761 0.08451
459.20000 0.00784 0.08793
459.30000 0.00808 0.09158
459.40000 0.00832 0.09546
459.50000 0.00858 0.09960
459.60000 0.00885 0.10404
459.70000 0.00913 0.10880
459.80000 0.00943 0.11390
459.90000 0.00975 0.11940
460.00000 0.01008 0.12533
460.10000 0.01043 0.13173
460.20000 0.01080 0.13866
460.30000 0.01119 0.14617
460.40000 0.01161 0.15435
460.50000 0.01206 0.16324
460.60000 0.01253 0.17295
460.70000 0.01304 0.18356
460.80000 0.01358 0.19518
460.90000 0.01416 0.20790
461.00000 0.01476 0.22185
461.10000 0.01542 0.23717
461.20000 0.01613 0.25399
461.30000 0.01688 0.27245
461.40000 0.01769 0.29266
461.50000 0.01856 0.31479
461.60000 0.01950 0.33893
461.70000 0.02050 0.36519
461.80000 0.02156 0.39361
461.90000 0.02269 0.42422
462.00000 0.02389 0.45699
462.10000 0.02516 0.49183
462.20000 0.02650 0.52857
462.30000 0.02792 0.56696
462.40000 0.02941 0.60667
462.50000 0.03097 0.64728
462.60000 0.03260 0.68831
462.70000 0.03429 0.72917
462.80000 0.03605 0.76925
462.90000 0.03785 0.80790
463.00000 0.03971 0.84444
463.10000 0.04161 0.87822
463.20000 0.04355 0.90865
463.30000 0.04551 0.93520
463.40000 0.04750 0.95748
463.50000 0.04951 0.97517
463.60000 0.05154 0.98813
463.70000 0.05359 0.99636
463.80000 0.05565 1.00000
463.90000 0.05771 0.99929
464.00000 0.05975 0.99463
464.10000 0.06178 0.98648
464.20000 0.06379 0.97539
464.30000 0.06579 0.96194
464.40000 0.06777 0.94671
464.50000 0.06973 0.93022
464.60000 0.07167 0.91299
464.70000 0.07358 0.89542
464.80000 0.07546 0.87785
464.90000 0.07731 0.86053
465.00000 0.07912 0.84361
465.10000 0.08090 0.82715
465.20000 0.08263 0.81115
465.30000 0.08433 0.79556
465.40000 0.08599 0.78026
465.50000 0.08760 0.76512
465.60000 0.08917 0.75000
465.70000 0.09070 0.73477
465.80000 0.09220 0.71934
465.90000 0.09365 0.70361
466.00000 0.09505 0.68753
466.10000 0.09643 0.67111
466.20000 0.09777 0.65440
466.30000 0.09908 0.63746
466.40000 0.10034 0.62039
466.50000 0.10157 0.60331
466.60000 0.10277 0.58638
466.70000 0.10394 0.56974
466.80000 0.10508 0.55354
466.90000 0.10620 0.53792
467.00000 0.10728 0.52301
467.10000 0.10835 0.50891
467.20000 0.10939 0.49571
467.30000 0.11040 0.48348
467.40000 0.11137 0.47224
467.50000 0.11231 0.46203
467.60000 0.11323 0.45286
467.70000 0.11414 0.44474
467.80000 0.11503 0.43763
467.90000 0.11590 0.43150
468.00000 0.11674 0.42631
468.10000 0.11757 0.42202
468.20000 0.11838 0.41859
468.30000 0.11918 0.41598
468.40000 0.11995 0.41413
468.50000 0.12071 0.41302
468.60000 0.12145 0.41260
468.70000 0.12219 0.41282
468.80000 0.12290 0.41363
468.90000 0.12360 0.41501
469.00000 0.12429 0.41689
469.10000 0.12496 0.41921
469.20000 0.12561 0.42192
469.30000 0.12625 0.42497
469.40000 0.12690 0.42829
469.50000 0.12753 0.43179
469.60000 0.12815 0.43540
469.70000 0.12876 0.43902
469.80000 0.12936 0.44258
469.90000 0.12996 0.44597
470.00000 0.13054 0.44912
470.10000 0.13112 0.45194
470.20000 0.13169 0.45436
