-5.35700 0.30933 0.35300
-5.59000 0.33333 0.33333
-5.76200 0.35667 0.30467
-5.86300 0.13867 0.19233
-5.94400 0.30100 0.36267
-6.01100 0.36800 0.29633
-6.03900 0.29300 0.37100
-6.08000 0.33333 0.33333
-6.93800 0.20650 0.10783
-7.03600 0.30167 0.30400
-7.51733 0.40200 0.58650
-8.15700 0.05933 0.25283
-8.69700 0.18833 0.13467
