472.79999 0.00000 0.00000 0.00000 0.00000
472.89999 0.00001 0.00001 0.00001 0.00001
473.00000 0.00003 0.00002 0.00003 0.00003
473.09998 0.00004 0.00003 0.00004 0.00004
473.19998 0.00005 0.00003 0.00005 0.00005
473.29999 0.00007 0.00004 0.00007 0.00007
473.39999 0.00008 0.00005 0.00008 0.00008
473.50000 0.00010 0.00006 0.00010 0.00010
473.59998 0.00011 0.00007 0.00011 0.00011
473.69998 0.00012 0.00008 0.00012 0.00012
473.79999 0.00014 0.00008 0.00014 0.00014
473.89999 0.00015 0.00009 0.00015 0.00015
474.00000 0.00016 0.00010 0.00016 0.00016
474.09998 0.00018 0.00011 0.00018 0.00018
474.19998 0.00019 0.00012 0.00019 0.00019
474.29999 0.00021 0.00013 0.00021 0.00021
474.39999 0.00022 0.00013 0.00022 0.00022
474.50000 0.00024 0.00014 0.00024 0.00024
474.59998 0.00025 0.00015 0.00025 0.00025
474.69998 0.00027 0.00016 0.00027 0.00027
474.79999 0.00028 0.00017 0.00028 0.00028
474.89999 0.00029 0.00018 0.00029 0.00029
475.00000 0.00031 0.00018 0.00031 0.00031
475.09998 0.00032 0.00019 0.00032 0.00032
475.19998 0.00034 0.00020 0.00034 0.00034
475.29999 0.00035 0.00021 0.00035 0.00035
475.39999 0.00037 0.00022 0.00037 0.00037
475.50000 0.00038 0.00023 0.00038 0.00038
475.59998 0.00040 0.00023 0.00040 0.00040
475.69998 0.00042 0.00024 0.00042 0.00042
475.79999 0.00043 0.00025 0.00043 0.00043
475.89999 0.00045 0.00026 0.00045 0.00045
476.00000 0.00046 0.00027 0.00046 0.00046
476.09998 0.00048 0.00028 0.00048 0.00048
476.19998 0.00049 0.00028 0.00049 0.00049
476.29999 0.00051 0.00029 0.00051 0.00051
476.39999 0.00053 0.00030 0.00053 0.00053
476.50000 0.00054 0.00031 0.00054 0.00054
476.59998 0.00056 0.00032 0.00056 0.00056
476.69998 0.00057 0.00033 0.00057 0.00057
476.79999 0.00059 0.00034 0.00059 0.00059
476.89999 0.00061 0.00034 0.00061 0.00061
477.00000 0.00062 0.00035 0.00062 0.00062
477.09998 0.00064 0.00036 0.00064 0.00064
477.19998 0.00066 0.00037 0.00066 0.00066
477.29999 0.00067 0.00038 0.00067 0.00067
477.39999 0.00069 0.00039 0.00069 0.00069
477.50000 0.00071 0.00039 0.00071 0.00071
477.59998 0.00072 0.00040 0.00072 0.00072
477.69998 0.00074 0.00041 0.00074 0.00074
477.79999 0.00076 0.00042 0.00076 0.00076
477.89999 0.00078 0.00043 0.00078 0.00078
478.00000 0.00080 0.00044 0.00080 0.00080
478.09998 0.00081 0.00044 0.00081 0.00081
478.19998 0.00083 0.00045 0.00083 0.00083
478.29999 0.00085 0.00046 0.00085 0.00085
478.39999 0.00087 0.00047 0.00087 0.00087
478.50000 0.00089 0.00048 0.00089 0.00089
478.59998 0.00090 0.00049 0.00090 0.00090
478.69998 0.00092 0.00049 0.00092 0.00092
478.79999 0.00094 0.00050 0.00094 0.00094
478.89999 0.00096 0.00051 0.00096 0.00096
479.00000 0.00098 0.00052 0.00098 0.00098
479.09998 0.00100 0.00053 0.00100 0.00100
479.19998 0.00102 0.00054 0.00102 0.00102
479.29999 0.00104 0.00054 0.00104 0.00104
479.39999 0.00106 0.00055 0.00106 0.00106
479.50000 0.00108 0.00056 0.00108 0.00108
479.59998 0.00110 0.00057 0.00110 0.00110
479.69998 0.00112 0.00058 0.00112 0.00112
479.79999 0.00114 0.00059 0.00114 0.00114
479.89999 0.00116 0.00059 0.00116 0.00116
480.00000 0.00118 0.00060 0.00118 0.00118
480.09998 0.00120 0.00061 0.00120 0.00120
480.19998 0.00122 0.00062 0.00122 0.00122
480.29999 0.00124 0.00062 0.00124 0.00124
480.39999 0.00126 0.00063 0.00126 0.00126
480.50000 0.00128 0.00063 0.00128 0.00128
480.59998 0.00129 0.00063 0.00129 0.00129
480.69998 0.00131 0.00063 0.00131 0.00131
480.79999 0.00132 0.00063 0.00132 0.00132
480.89999 0.00134 0.00064 0.00134 0.00134
481.00000 0.00136 0.00064 0.00136 0.00136
481.09998 0.00138 0.00065 0.00138 0.00138
481.19998 0.00140 0.00065 0.00140 0.00140
481.29999 0.00141 0.00065 0.00141 0.00141
481.39999 0.00143 0.00065 0.00143 0.00143
481.50000 0.00146 0.00066 0.00146 0.00146
481.59998 0.00148 0.00067 0.00148 0.00148
481.69998 0.00150 0.00068 0.00150 0.00150
481.79999 0.00153 0.00068 0.00153 0.00153
481.89999 0.00155 0.00069 0.00155 0.00155
482.00000 0.00157 0.00069 0.00157 0.00157
482.09998 0.00159 0.00070 0.00159 0.00159
482.19998 0.00162 0.00070 0.00162 0.00162
482.29999 0.00164 0.00071 0.00164 0.00164
482.39999 0.00166 0.00071 0.00166 0.00166
482.50000 0.00169 0.00072 0.00169 0.00169
482.59998 0.00172 0.00073 0.00172 0.00172
482.69998 0.00174 0.00073 0.00174 0.00174
482.79999 0.00177 0.00074 0.00177 0.00177
482.89999 0.00180 0.00074 0.00180 0.00180
483.00000 0.00182 0.00075 0.00182 0.00182
483.09998 0.00185 0.00075 0.00185 0.00185
483.19998 0.00187 0.00076 0.00187 0.00187
483.29999 0.00191 0.00077 0.00191 0.00191
483.39999 0.00194 0.00078 0.00194 0.00194
483.50000 0.00197 0.00078 0.00197 0.00197
483.59998 0.00200 0.00079 0.00200 0.00200
483.69998 0.00203 0.00079 0.00203 0.00203
483.79999 0.00206 0.00080 0.00206 0.00206
483.89999 0.00209 0.00081 0.00209 0.00209
484.00000 0.00212 0.00081 0.00212 0.00212
484.09998 0.00215 0.00082 0.00215 0.00215
484.19998 0.00219 0.00083 0.00219 0.00219
484.29999 0.00222 0.00083 0.00222 0.00222
484.39999 0.00226 0.00084 0.00226 0.00226
484.50000 0.00230 0.00085 0.00230 0.00230
484.59998 0.00233 0.00086 0.00233 0.00233
484.69998 0.00237 0.00087 0.00237 0.00237
484.79999 0.00241 0.00088 0.00241 0.00241
484.89999 0.00245 0.00088 0.00245 0.00245
485.00000 0.00249 0.00089 0.00249 0.00249
485.09998 0.00253 0.00090 0.00253 0.00253
485.19998 0.00257 0.00091 0.00257 0.00257
485.29999 0.00262 0.00092 0.00262 0.00262
485.39999 0.00266 0.00093 0.00266 0.00266
485.50000 0.00270 0.00093 0.00270 0.00270
485.59998 0.00274 0.00094 0.00274 0.00274
485.69998 0.00279 0.00094 0.00279 0.00279
485.79999 0.00283 0.00095 0.00283 0.00283
485.89999 0.00288 0.00096 0.00288 0.00288
486.00000 0.00293 0.00097 0.00293 0.00293
486.09998 0.00298 0.00098 0.00298 0.00298
486.19998 0.00304 0.00099 0.00304 0.00304
486.29999 0.00309 0.00100 0.00309 0.00309
486.39999 0.00314 0.00101 0.00314 0.00314
486.50000 0.00320 0.00102 0.00320 0.00320
486.59998 0.00326 0.00103 0.00326 0.00326
486.69998 0.00332 0.00104 0.00332 0.00332
486.79999 0.00338 0.00106 0.00338 0.00338
486.89999 0.00344 0.00107 0.00344 0.00344
487.00000 0.00350 0.00108 0.00350 0.00350
487.09998 0.00357 0.00109 0.00357 0.00357
487.19998 0.00365 0.00111 0.00365 0.00365
487.29999 0.00372 0.00112 0.00372 0.00372
487.39999 0.00379 0.00114 0.00379 0.00379
487.50000 0.00386 0.00115 0.00386 0.00386
487.59998 0.00394 0.00116 0.00394 0.00394
487.69998 0.00401 0.00118 0.00401 0.00401
487.79999 0.00409 0.00119 0.00409 0.00409
