6.500040005	3.458317418e-19	0.6666666673
6.041731832	0.05908449156	0.6272770049
6.041731827	0.05908449139	0.6272770038
6.041731822	0.05908449183	0.6272770057
5.721194719	7.122704165e-18	0.6666666661
5.72119471	2.895882763e-18	0.6666666651
5.7211947	4.654803466e-18	0.6666666673
5.205534347	0.1533130967	0.5644579348
5.205534334	0.1533130976	0.5644579337
4.530760001	8.231478283e-19	0.6666666667
4.530759999	1.862209426e-19	0.6666666673
4.530759996	5.026048327e-19	0.6666666666
4.448045298	8.664748551e-19	0.6666666665
4.448045286	4.683420888e-19	0.6666666661
4.448045266	2.980599862e-19	0.6666666656
4.099980005	7.209765715e-19	0.6666666658
4.09998	4.699532254e-19	0.6666666661
4.099979996	4.213182168e-18	0.6666666667
0.258288181	0.940915509	0.03938966117
0.258288172	0.9409155078	0.03938966093
0.25828817	0.9409155088	0.03938966088
-2.005554323	0.8466869006	0.1022087317
-2.005554352	0.8466869024	0.1022087318
