5.910100907	0.948109429	0.0345937152
5.910100904	0.9481094258	0.03459371517
5.910100902	0.948109427	0.03459371517
4.434484498	0.8581077259	0.09459484947
4.434484487	0.858107725	0.094594849
1.949999997	5.180867803e-19	0.6666666665
1.000806033	1.583101207e-19	0.6666666667
1.000806029	4.199306602e-19	0.6666666642
1.000806028	4.046197023e-19	0.666666668
0.7048990977	0.05189057254	0.6320729525
0.7048990942	0.05189057266	0.6320729523
0.7048990928	0.05189057262	0.6320729519
-0.4499999983	6.827327444e-20	0.666666668
-0.4499999988	4.438334920e-20	0.6666666673
-0.4500000006	1.539823784e-19	0.666666668
-0.5508060325	4.043643498e-20	0.6666666663
-0.5508060328	1.594144601e-19	0.6666666673
-0.5508060336	8.499790780e-20	0.6666666667
-0.9750000007	7.518894282e-20	0.6666666667
-0.975000001	1.476439335e-19	0.6666666665
-0.9750000045	5.673951279e-19	0.666666668
-1.869484493	0.1418922734	0.572071817
-1.869484495	0.1418922743	0.5720718169
