445	0.02151
445.683	0.02959
446.093	0.02942
446.708	0.02916
447.323	0.02063
447.87	0.02462
448.484	0.02441
449.031	0.02422
449.646	0.024
450.261	0.01965
450.876	0.02362
451.491	0.02754
452.106	0.02728
452.72	0.0353
453.267	0.04328
453.814	0.05117
454.36	0.06314
454.839	0.08749
455.248	0.11175
455.522	0.15272
455.727	0.18956
455.863	0.23065
455.932	0.27194
456.068	0.3087
456.137	0.3499
456.205	0.43261
456.273	0.47367
456.342	0.51468
456.41	0.55565
456.478	0.59657
456.547	0.63743
456.615	0.67825
456.683	0.76059
456.752	0.80126
456.82	0.8419
456.888	0.88248
456.957	0.92301
457.025	0.96351
457.161	0.99866
457.571	1
457.776	0.95914
457.845	0.91644
457.981	0.87692
458.05	0.83431
458.118	0.79177
458.186	0.74928
458.323	0.70596
458.391	0.66356
458.46	0.62119
458.596	0.57817
458.665	0.5359
458.801	0.49721
458.938	0.45445
459.075	0.41178
459.211	0.37337
459.484	0.32999
459.963	0.30629
460.373	0.31215
460.783	0.33454
460.988	0.37472
461.193	0.41061
461.398	0.44638
461.534	0.48677
461.671	0.5229
461.807	0.56311
461.876	0.60395
462.012	0.63982
462.081	0.68056
462.217	0.71625
462.354	0.756
462.422	0.79662
462.559	0.83617
462.696	0.87563
462.832	0.91086
463.106	0.94368
463.379	0.9722
463.789	0.94424
463.994	0.90334
464.199	0.85841
464.404	0.81777
464.54	0.77415
464.677	0.73476
464.814	0.6913
464.95	0.64795
465.155	0.608
465.292	0.56482
465.429	0.52174
465.702	0.4815
465.907	0.44208
466.043	0.39927
466.317	0.35956
466.658	0.32364
467	0.2879
467.342	0.2565
467.888	0.22813
468.503	0.22028
469.05	0.20459
469.596	0.218
470.075	0.21096
470.621	0.21598
471.099	0.20477
471.578	0.21433
472.193	0.21466
472.739	0.19469
473.286	0.18315
473.696	0.17661
474.174	0.16557
474.789	0.15797
475.199	0.17226
475.745	0.16908
476.292	0.17002
476.77	0.17548
477.317	0.17217
478	0.16804
478.547	0.15232
479.093	0.14085
479.708	0.12908
480.255	0.11776
480.87	0.11029
481.416	0.10322
482.031	0.11239
482.646	0.11728
483.124	0.13944
483.602	0.15312
484.012	0.17124
484.354	0.20628
484.764	0.23229
485.106	0.25866
485.447	0.29315
485.857	0.31437
486.472	0.31692
486.95	0.28755
487.429	0.27494
487.702	0.24347
488.112	0.21101
488.727	0.18959
489.205	0.16109
489.615	0.13326
490.093	0.12172
490.64	0.10152
491.118	0.09018
491.665	0.08676
492.211	0.07506
492.689	0.08042
493.099	0.06957
493.714	0.0534
494.261	0.05431
494.807	0.03035
495.422	0.03102
495.969	0.03204
496.584	0.0285
497.13	0.02535
497.745	0.01766
498.292	0.01455
498.839	0.01557
499.385	0
500	0.00485
