849.184 0.00704225
849.429 0.00938967
849.673 0.00704225
849.949 0.00938967
850.194 0.00938967
850.439 0.0164319
850.684 0.0164319
851.02 0.0305164
851.265 0.0352113
851.48 0.056338
851.694 0.0657277
851.969 0.07277
852.184 0.0868545
852.582 0.117371
852.612 0.143192
852.888 0.140845
852.98 0.180751
853.102 0.225352
853.163 0.20892
853.194 0.248826
853.286 0.274648
853.408 0.321596
853.5 0.377934
853.592 0.453052
853.714 0.514085
853.806 0.605634
853.929 0.699531
853.99 0.78169
854.143 0.85446
854.235 0.910798
854.357 0.957746
854.418 0.974178
854.541 0.992958
854.571 0.962441
854.724 0.938967
854.816 0.908451
854.908 0.868545
855 0.828638
855.092 0.812207
855.245 0.765258
855.49 0.755869
855.612 0.723005
855.888 0.7277
856.041 0.706573
856.286 0.697183
856.408 0.659624
856.469 0.683099
856.684 0.661972
856.714 0.624413
856.837 0.610329
856.99 0.605634
857.173 0.556338
857.265 0.525822
857.357 0.516432
857.388 0.464789
857.418 0.488263
857.694 0.462441
857.878 0.413146
858.092 0.401408
858.214 0.361502
858.367 0.34507
858.643 0.333333
858.888 0.328638
859.102 0.330986
859.378 0.340376
859.531 0.366197
859.745 0.380282
859.99 0.408451
860.204 0.415493
860.235 0.443662
860.48 0.453052
860.51 0.471831
860.786 0.474178
860.939 0.50939
861.122 0.523474
861.398 0.530516
861.612 0.528169
861.857 0.535211
862.133 0.528169
862.286 0.507042
862.408 0.476526
862.5 0.495305
862.653 0.476526
862.837 0.443662
863.112 0.438967
863.296 0.403756
863.571 0.387324
863.847 0.368545
864.031 0.356808
864.184 0.338028
864.398 0.326291
864.612 0.309859
864.827 0.293427
865.102 0.262911
865.347 0.260563
865.561 0.246479
865.806 0.232394
866.143 0.21831
866.633 0.20892
866.908 0.213615
867.092 0.197183
867.367 0.201878
867.612 0.185446
867.827 0.176056
868.102 0.169014
868.316 0.164319
868.561 0.159624
868.684 0.14554
868.929 0.143192
869.173 0.13615
869.48 0.138498
869.724 0.140845
870 0.14554
