E,I32,I12,Ibg,Itot
650.976933,0.236973,0.114129,0.000000,0.349605
651.144492,0.239466,0.130107,0.000000,0.368117
651.312050,0.240272,0.148940,0.000000,0.387802
651.479609,0.239366,0.171000,0.000000,0.409005
651.647167,0.236794,0.196572,0.000000,0.432058
651.814726,0.232672,0.225769,0.000000,0.457191
651.982284,0.227173,0.258437,0.000000,0.484422
652.149843,0.220512,0.294050,0.000000,0.513441
652.317401,0.212930,0.331634,0.000000,0.543513
652.484960,0.204677,0.369739,0.000000,0.573433
652.652518,0.195996,0.406478,0.000000,0.601557
652.820077,0.187110,0.439672,0.000000,0.625920
652.987635,0.178211,0.467066,0.000000,0.644458
653.155194,0.169458,0.486611,0.000000,0.655276
653.322753,0.160973,0.496754,0.000000,0.656937
653.490311,0.152841,0.496670,0.000000,0.648701
653.657870,0.145116,0.486395,0.000000,0.630661
653.825428,0.137828,0.466823,0.000000,0.603738
653.992987,0.130983,0.439559,0.000000,0.569551
654.160545,0.124576,0.406685,0.000000,0.530179
654.328104,0.118591,0.370463,0.000000,0.487875
654.495662,0.113008,0.333065,0.000000,0.444794
654.663221,0.107806,0.296350,0.000000,0.402781
654.830779,0.102966,0.261742,0.000000,0.363241
654.998338,0.098468,0.230182,0.000000,0.327100
655.165896,0.094298,0.202173,0.000000,0.294846
655.333455,0.090442,0.177851,0.000000,0.266603
655.501013,0.086888,0.157094,0.000000,0.242236
655.668572,0.083626,0.139614,0.000000,0.221447
655.836130,0.080644,0.125043,0.000000,0.203854
656.003689,0.077930,0.112990,0.000000,0.189052
656.171247,0.075469,0.103078,0.000000,0.176652
656.338806,0.073246,0.094968,0.000000,0.166293
656.506365,0.071238,0.088361,0.000000,0.157660
656.673923,0.069425,0.083004,0.000000,0.150472
656.841482,0.067779,0.078681,0.000000,0.144489
657.009040,0.066271,0.075210,0.000000,0.139499
657.176599,0.064871,0.072435,0.000000,0.135314
657.344157,0.063547,0.070223,0.000000,0.131771
657.511716,0.062268,0.068463,0.000000,0.128724
657.679274,0.061003,0.067055,0.000000,0.126045
657.846833,0.059724,0.065921,0.000000,0.123627
658.014391,0.058408,0.064995,0.000000,0.121379
658.181950,0.057035,0.064226,0.000000,0.119233
658.349508,0.055593,0.063583,0.000000,0.117142
658.517067,0.054073,0.063045,0.000000,0.115080
658.684625,0.052474,0.062609,0.000000,0.113040
658.852184,0.050800,0.062286,0.000000,0.111038
659.019742,0.049059,0.062095,0.000000,0.109102
659.187301,0.047265,0.062066,0.000000,0.107274
659.354860,0.045431,0.062233,0.000000,0.105604
659.522418,0.043576,0.062633,0.000000,0.104146
659.689977,0.041715,0.063305,0.000000,0.102954
659.857535,0.039866,0.064285,0.000000,0.102083
660.025094,0.038044,0.065605,0.000000,0.101579
660.192652,0.036262,0.067292,0.000000,0.101484
660.360211,0.034531,0.069368,0.000000,0.101831
660.527769,0.032861,0.071845,0.000000,0.102639
660.695328,0.031258,0.074722,0.000000,0.103916
660.862886,0.029726,0.077988,0.000000,0.105654
661.030445,0.028269,0.081613,0.000000,0.107827
661.198003,0.026886,0.085550,0.000000,0.110387
661.365562,0.025578,0.089732,0.000000,0.113268
661.533120,0.024343,0.094071,0.000000,0.116379
661.700679,0.023178,0.098460,0.000000,0.119611
661.868237,0.022082,0.102773,0.000000,0.122834
662.035796,0.021050,0.106874,0.000000,0.125910
662.203355,0.020079,0.110620,0.000000,0.128692
662.370913,0.019166,0.113874,0.000000,0.131038
662.538472,0.018306,0.116507,0.000000,0.132816
662.706030,0.017498,0.118414,0.000000,0.133917
662.873589,0.016736,0.119516,0.000000,0.134258
663.041147,0.016019,0.119770,0.000000,0.133794
663.208706,0.015342,0.119170,0.000000,0.132514
663.376264,0.014704,0.117744,0.000000,0.130446
663.543823,0.014101,0.115557,0.000000,0.127649
663.711381,0.013531,0.112698,0.000000,0.124212
663.878940,0.012992,0.109279,0.000000,0.120244
664.046498,0.012481,0.105421,0.000000,0.115865
664.214057,0.011997,0.101249,0.000000,0.111198
664.381615,0.011537,0.096883,0.000000,0.106362
664.549174,0.011101,0.092432,0.000000,0.101463
664.716732,0.010686,0.087990,0.000000,0.096596
664.884291,0.010291,0.083633,0.000000,0.091833
665.051849,0.009915,0.079419,0.000000,0.087232
665.219408,0.009557,0.075386,0.000000,0.082831
665.386967,0.009215,0.071561,0.000000,0.078654
665.554525,0.008889,0.067955,0.000000,0.074713
665.722084,0.008576,0.064571,0.000000,0.071008
665.889642,0.008278,0.061405,0.000000,0.067536
666.057201,0.007992,0.058448,0.000000,0.064286
666.224759,0.007719,0.055691,0.000000,0.061247
666.392318,0.007456,0.053122,0.000000,0.058410
666.559876,0.007205,0.050732,0.000000,0.055762
666.727435,0.006963,0.048512,0.000000,0.053295
666.894993,0.006731,0.046455,0.000000,0.051000
667.062552,0.006508,0.044553,0.000000,0.048871
667.230110,0.006293,0.042802,0.000000,0.046900
667.397669,0.006087,0.041196,0.000000,0.045083
667.565227,0.005888,0.039729,0.000000,0.043413
667.732786,0.005696,0.038394,0.000000,0.041884
667.900344,0.005511,0.037185,0.000000,0.040487
668.067903,0.005333,0.036093,0.000000,0.039213
668.235462,0.005161,0.035107,0.000000,0.038052
668.403020,0.004995,0.034216,0.000000,0.036992
668.570579,0.004834,0.033406,0.000000,0.036020
668.738137,0.004679,0.032662,0.000000,0.035119
668.905696,0.004529,0.031970,0.000000,0.034275
669.073254,0.004383,0.031313,0.000000,0.033471
669.240813,0.004243,0.030676,0.000000,0.032691
669.408371,0.004107,0.030043,0.000000,0.031920
669.575930,0.003975,0.029401,0.000000,0.031145
669.743488,0.003847,0.028739,0.000000,0.030352
669.911047,0.003723,0.028047,0.000000,0.029535
670.078605,0.003603,0.027319,0.000000,0.028685
670.246164,0.003486,0.026552,0.000000,0.027799
