E,dup,ddn,pup,pdn,octup,octdn,totup,totdn
-6.943144,0.000602,-0.000037,0.000146,-0.000002,0.073724,-0.073724,0.074472,-0.073763
-6.862876,0.000334,-0.000018,0.000109,-0.000001,0.093844,-0.093844,0.094287,-0.093864
-6.782609,0.000189,-0.000009,0.000116,-0.000002,0.118567,-0.118567,0.118872,-0.118577
-6.702341,0.000118,-0.000004,0.000173,-0.000003,0.148695,-0.148695,0.148986,-0.148702
-6.622074,0.000098,-0.000003,0.000303,-0.000006,0.185105,-0.185105,0.185507,-0.185114
-6.541806,0.000120,-0.000003,0.000552,-0.000013,0.228745,-0.228745,0.229416,-0.228761
-6.461538,0.000187,-0.000005,0.000997,-0.000027,0.280613,-0.280613,0.281796,-0.280645
-6.381271,0.000317,-0.000010,0.001766,-0.000056,0.341749,-0.341749,0.343832,-0.341815
-6.301003,0.000542,-0.000019,0.003059,-0.000114,0.413209,-0.413209,0.416810,-0.413342
-6.220736,0.000914,-0.000038,0.005175,-0.000224,0.496037,-0.496037,0.502126,-0.496299
-6.140468,0.001508,-0.000072,0.008551,-0.000431,0.591242,-0.591242,0.601301,-0.591746
-6.060201,0.002433,-0.000136,0.013798,-0.000809,0.699756,-0.699756,0.715987,-0.700701
-5.979933,0.003833,-0.000248,0.021752,-0.001480,0.822405,-0.822405,0.847990,-0.824133
-5.899666,0.005900,-0.000443,0.033504,-0.002640,0.959871,-0.959871,0.999275,-0.962954
-5.819398,0.008875,-0.000771,0.050433,-0.004597,1.112654,-1.112654,1.171962,-1.118021
-5.739130,0.013050,-0.001309,0.074211,-0.007806,1.281042,-1.281042,1.368303,-1.290157
-5.658863,0.018762,-0.002169,0.106776,-0.012931,1.465084,-1.465084,1.590621,-1.480184
-5.578595,0.026380,-0.003505,0.150271,-0.020897,1.664561,-1.664561,1.841211,-1.688962
-5.498328,0.036287,-0.005525,0.206925,-0.032941,1.878978,-1.878978,2.122190,-1.917444
-5.418060,0.048852,-0.008496,0.278898,-0.050656,2.107551,-2.107551,2.435301,-2.166702
-5.337793,0.064388,-0.012744,0.368072,-0.075987,2.349212,-2.349212,2.781673,-2.437943
-5.257525,0.083119,-0.018648,0.475818,-0.111192,2.602618,-2.602618,3.161555,-2.732459
-5.177258,0.105129,-0.026620,0.602749,-0.158721,2.866169,-2.866169,3.574046,-3.051509
-5.096990,0.130330,-0.037067,0.748484,-0.221015,3.138031,-3.138031,4.016845,-3.396112
-5.016722,0.158424,-0.050350,0.911452,-0.300215,3.416169,-3.416169,4.486045,-3.766733
-4.936455,0.188885,-0.066717,1.088754,-0.397803,3.698375,-3.698375,4.976015,-4.162895
-4.856187,0.220954,-0.086237,1.276118,-0.514197,3.982305,-3.982305,5.479377,-4.582739
