E,Id,Ip,Ioct,Itot,Ibg
4.275819,0.233762,0.137976,0.124818,0.495756,nan
4.319264,0.228887,0.135000,0.122328,0.485399,nan
4.362709,0.222766,0.131290,0.119724,0.472943,nan
4.406154,0.215518,0.126917,0.117014,0.458589,nan
4.449599,0.207278,0.121962,0.114207,0.442562,nan
4.493043,0.198189,0.116512,0.111313,0.425102,nan
4.536488,0.188404,0.110660,0.108341,0.406463,nan
4.579933,0.178078,0.104496,0.105300,0.386901,nan
4.623378,0.167363,0.098114,0.102198,0.366670,nan
4.666823,0.156410,0.091601,0.099045,0.346017,nan
4.710268,0.145358,0.085041,0.095849,0.325177,nan
4.753712,0.134339,0.078513,0.092620,0.304368,nan
4.797157,0.123474,0.072086,0.089366,0.283788,nan
4.840602,0.112866,0.065822,0.086095,0.263614,nan
4.884047,0.102608,0.059774,0.082817,0.244000,nan
4.927492,0.092776,0.053987,0.079540,0.225074,nan
4.970936,0.083432,0.048496,0.076273,0.206942,nan
5.014381,0.074622,0.043328,0.073022,0.189686,nan
5.057826,0.066382,0.038502,0.069796,0.173368,nan
5.101271,0.058730,0.034028,0.066603,0.158025,nan
5.144716,0.051678,0.029910,0.063450,0.143680,nan
5.188161,0.045224,0.026148,0.060344,0.130336,nan
5.231605,0.039359,0.022734,0.057292,0.117985,nan
5.275050,0.034064,0.019657,0.054299,0.106603,nan
5.318495,0.029317,0.016903,0.051373,0.096158,nan
5.361940,0.025090,0.014453,0.048517,0.086611,nan
5.405385,0.021350,0.012289,0.045738,0.077914,nan
5.448829,0.018063,0.010390,0.043039,0.070016,nan
5.492274,0.015193,0.008734,0.040425,0.062865,nan
5.535719,0.012704,0.007299,0.037899,0.056405,nan
5.579164,0.010559,0.006065,0.035464,0.050581,nan
5.622609,0.008723,0.005009,0.033123,0.045340,nan
5.666054,0.007162,0.004112,0.030877,0.040629,nan
5.709498,0.005843,0.003356,0.028727,0.036397,nan
5.752943,0.004737,0.002722,0.026676,0.032599,nan
5.796388,0.003815,0.002194,0.024722,0.029190,nan
5.839833,0.003052,0.001757,0.022866,0.026129,nan
5.883278,0.002424,0.001398,0.021107,0.023379,nan
5.926722,0.001912,0.001106,0.019444,0.020908,nan
5.970167,0.001496,0.000868,0.017877,0.018684,nan
6.013612,0.001162,0.000678,0.016402,0.016681,nan
6.057057,0.000894,0.000525,0.015018,0.014874,nan
6.100502,0.000681,0.000404,0.013723,0.013243,nan
6.143946,0.000514,0.000309,0.012514,0.011768,nan
6.187391,0.000383,0.000234,0.011388,0.010434,nan
6.230836,0.000281,0.000176,0.010341,0.009226,nan
6.274281,0.000202,0.000131,0.009371,0.008131,nan
6.317726,0.000142,0.000097,0.008475,0.007138,nan
6.361171,0.000097,0.000071,0.007648,0.006238,nan
6.404615,0.000063,0.000051,0.006887,0.005422,nan
6.448060,0.000038,0.000036,0.006188,0.004683,nan
6.491505,0.000021,0.000025,0.005549,0.004014,nan
6.534950,0.000009,0.000017,0.004965,0.003410,nan
6.578395,0.000002,0.000011,0.004433,0.002864,nan
6.621839,0.000000,0.000007,0.003950,0.002373,nan
6.665284,0.000002,0.000004,0.003511,0.001934,nan
6.708729,0.000009,0.000002,0.003115,0.001542,nan
6.752174,0.000022,0.000001,0.002757,0.001195,nan
6.795619,0.000041,0.000000,0.002436,0.000891,nan
6.839064,0.000069,0.000000,0.002147,0.000630,nan
6.882508,0.000109,0.000000,0.001888,0.000410,nan
6.925953,0.000164,0.000001,0.001657,0.000235,nan
6.969398,0.000239,0.000002,0.001450,0.000105,nan
7.012843,0.000340,0.000004,0.001267,0.000024,nan
7.056288,0.000476,0.000007,0.001105,0.000000,nan
7.099732,0.000656,0.000010,0.000961,0.000040,nan
7.143177,0.000893,0.000015,0.000834,0.000155,nan
7.186622,0.001203,0.000021,0.000722,0.000359,nan
7.230067,0.001606,0.000028,0.000624,0.000672,nan
7.273512,0.002124,0.000038,0.000538,0.001115,nan
7.316957,0.002788,0.000050,0.000463,0.001716,nan
7.360401,0.003631,0.000066,0.000397,0.002510,nan
7.403846,0.004693,0.000085,0.000340,0.003537,nan
7.447291,0.006023,0.000109,0.000291,0.004843,nan
7.490736,0.007675,0.000139,0.000248,0.006485,nan
7.534181,0.009714,0.000175,0.000211,0.008525,nan
7.577625,0.012209,0.000218,0.000179,0.011037,nan
7.621070,0.015243,0.000270,0.000151,0.014100,nan
7.664515,0.018904,0.000332,0.000128,0.017805,nan
7.707960,0.023289,0.000406,0.000108,0.022250,nan
7.751405,0.028502,0.000491,0.000091,0.027541,nan
7.794849,0.034655,0.000590,0.000076,0.033788,nan
7.838294,0.041862,0.000705,0.000064,0.041108,nan
7.881739,0.050240,0.000835,0.000053,0.049619,nan
7.925184,0.059906,0.000982,0.000044,0.059440,nan
7.968629,0.070973,0.001148,0.000037,0.070682,nan
8.012074,0.083545,0.001332,0.000031,0.083453,nan
8.055518,0.097717,0.001535,0.000025,0.097844,nan
8.098963,0.113564,0.001756,0.000021,0.113934,nan
8.142408,0.131142,0.001996,0.000017,0.131776,nan
8.185853,0.150479,0.002252,0.000014,0.151399,nan
8.229298,0.171574,0.002525,0.000012,0.172798,nan
8.272742,0.194389,0.002812,0.000009,0.195934,nan
8.316187,0.218845,0.003110,0.000008,0.220725,nan
8.359632,0.244821,0.003416,0.000006,0.247048,nan
8.403077,0.272152,0.003727,0.000005,0.274733,nan
8.446522,0.300623,0.004040,0.000004,0.303562,nan
8.489967,0.329977,0.004350,0.000003,0.333272,nan
8.533411,0.359908,0.004653,0.000003,0.363553,nan
8.576856,0.390073,0.004944,0.000002,0.394057,nan
8.620301,0.420090,0.005218,0.000002,0.424397,nan
8.663746,0.449551,0.005472,0.000001,0.454158,nan
8.707191,0.478026,0.005701,0.000001,0.482907,nan
8.750635,0.505072,0.005900,0.000001,0.510196,nan
8.794080,0.530250,0.006067,0.000001,0.535581,nan
8.837525,0.553130,0.006198,0.000001,0.558629,nan
8.880970,0.573306,0.006292,0.000000,0.578930,nan
8.924415,0.590406,0.006345,0.000000,0.596110,nan
8.967860,0.604105,0.006358,0.000000,0.609845,nan
9.011304,0.614136,0.006331,0.000000,0.619863,nan
9.054749,0.620294,0.006263,0.000000,0.625964,nan
9.098194,0.622450,0.006156,0.000000,0.628016,nan
9.141639,0.620547,0.006013,0.000000,0.625967,nan
9.185084,0.614612,0.005836,0.000000,0.619845,nan
9.228528,0.604746,0.005628,0.000000,0.609755,nan
9.271973,0.591129,0.005394,0.000000,0.595881,nan
9.315418,0.574010,0.005136,0.000000,0.578477,nan
9.358863,0.553701,0.004860,0.000000,0.557860,nan
9.402308,0.530570,0.004569,0.000000,0.534400,nan
9.445753,0.505023,0.004269,0.000000,0.508513,nan
9.489197,0.477502,0.003964,0.000000,0.480641,nan
9.532642,0.448462,0.003657,0.000000,0.451248,nan
9.576087,0.418368,0.003352,0.000000,0.420801,nan
9.619532,0.387675,0.003054,0.000000,0.389760,nan
9.662977,0.356822,0.002764,0.000000,0.358569,nan
9.706421,0.326220,0.002486,0.000000,0.327639,nan
9.749866,0.296242,0.002222,0.000000,0.297349,nan
9.793311,0.267220,0.001974,0.000000,0.268032,nan
9.836756,0.239437,0.001742,0.000000,0.239973,nan
9.880201,0.213127,0.001528,0.000000,0.213407,nan
9.923645,0.188472,0.001332,0.000000,0.188515,nan
9.967090,0.165601,0.001153,0.000000,0.165430,nan
10.010535,0.144599,0.000993,0.000000,0.144233,nan
10.053980,0.125502,0.000850,0.000000,0.124963,nan
10.097425,0.108309,0.000723,0.000000,0.107616,nan
10.140870,0.092983,0.000612,0.000000,0.092154,nan
10.184314,0.079455,0.000516,0.000000,0.078508,nan
10.227759,0.067636,0.000432,0.000000,0.066587,nan
10.271204,0.057417,0.000361,0.000000,0.056280,nan
10.314649,0.048675,0.000301,0.000000,0.047464,nan
10.358094,0.041280,0.000250,0.000000,0.040006,nan
10.401538,0.035099,0.000208,0.000000,0.033773,nan
10.444983,0.029997,0.000174,0.000000,0.028628,nan
10.488428,0.025843,0.000146,0.000000,0.024440,nan
10.531873,0.022512,0.000123,0.000000,0.021081,nan
10.575318,0.019884,0.000105,0.000000,0.018432,nan
10.618763,0.017851,0.000091,0.000000,0.016380,nan
10.662207,0.016309,0.000080,0.000000,0.014826,nan
10.705652,0.015169,0.000072,0.000000,0.013675,nan
10.749097,0.014347,0.000066,0.000000,0.012846,nan
10.792542,0.013773,0.000061,0.000000,0.012266,nan
10.835987,0.013382,0.000058,0.000000,0.011872,nan
10.879431,0.013121,0.000055,0.000000,0.011608,nan
10.922876,0.012945,0.000053,0.000000,0.011429,nan
10.966321,0.012815,0.000052,0.000000,0.011297,nan
11.009766,0.012699,0.000051,0.000000,0.011181,nan
11.053211,0.012575,0.000050,0.000000,0.011055,nan
11.096656,0.012422,0.000049,0.000000,0.010901,nan
11.140100,0.012229,0.000047,0.000000,0.010706,nan
11.183545,0.011988,0.000046,0.000000,0.010463,nan
11.226990,0.011694,0.000044,0.000000,0.010167,nan
11.270435,0.011347,0.000043,0.000000,0.009818,nan
11.313880,0.010951,0.000041,0.000000,0.009420,nan
11.357324,0.010513,0.000039,0.000000,0.008978,nan
11.400769,0.010040,0.000036,0.000000,0.008503,nan
11.444214,0.009545,0.000034,0.000000,0.008005,nan
11.487659,0.009039,0.000032,0.000000,0.007496,nan
11.531104,0.008537,0.000029,0.000000,0.006991,nan
11.574548,0.008054,0.000027,0.000000,0.006504,nan
11.617993,0.007607,0.000025,0.000000,0.006054,nan
11.661438,0.007212,0.000023,0.000000,0.005656,nan
11.704883,0.006887,0.000021,0.000000,0.005329,nan
11.748328,0.006652,0.000019,0.000000,0.005092,nan
11.791773,0.006526,0.000018,0.000000,0.004964,nan
11.835217,0.006528,0.000017,0.000000,0.004965,nan
11.878662,0.006680,0.000016,0.000000,0.005117,nan
11.922107,0.007004,0.000015,0.000000,0.005440,nan
11.965552,0.007520,0.000016,0.000000,0.005957,nan
12.008997,0.008250,0.000016,0.000000,0.006690,nan
12.052441,0.009218,0.000017,0.000000,0.007661,nan
12.095886,0.010445,0.000019,0.000000,0.008891,nan
12.139331,0.011951,0.000022,0.000000,0.010403,nan
12.182776,0.013757,0.000025,0.000000,0.012214,nan
12.226221,0.015880,0.000029,0.000000,0.014344,nan
12.269666,0.018334,0.000033,0.000000,0.016807,nan
12.313110,0.021130,0.000039,0.000000,0.019612,nan
12.356555,0.024274,0.000045,0.000000,0.022767,nan
12.400000,0.027766,0.000052,0.000000,0.026272,nan
