E,I32,I12,Ibg,Itot
468.529858,0.023771,0.022951,0.000000,0.046722
468.715132,0.023965,0.021703,0.000000,0.045668
468.900407,0.024356,0.020672,0.000000,0.045028
469.085681,0.024948,0.019838,0.000000,0.044786
469.270956,0.025744,0.019188,0.000000,0.044932
469.456230,0.026751,0.018710,0.000000,0.045460
469.641505,0.027973,0.018392,0.000000,0.046365
469.826779,0.029415,0.018225,0.000000,0.047640
470.012054,0.031077,0.018190,0.000000,0.049268
470.197328,0.032953,0.018269,0.000000,0.051221
470.382603,0.035024,0.018431,0.000000,0.053455
470.567877,0.037262,0.018639,0.000000,0.055901
470.753152,0.039618,0.018852,0.000000,0.058470
470.938426,0.042027,0.019020,0.000000,0.061047
471.123701,0.044404,0.019099,0.000000,0.063503
471.308975,0.046647,0.019051,0.000000,0.065698
471.494250,0.048645,0.018851,0.000000,0.067495
471.679524,0.050284,0.018490,0.000000,0.068774
471.864799,0.051461,0.017980,0.000000,0.069440
472.050073,0.052092,0.017346,0.000000,0.069437
472.235347,0.052125,0.016625,0.000000,0.068750
472.420622,0.051547,0.015862,0.000000,0.067409
472.605896,0.050382,0.015096,0.000000,0.065479
472.791171,0.048693,0.014366,0.000000,0.063059
472.976445,0.046568,0.013699,0.000000,0.060267
473.161720,0.044114,0.013117,0.000000,0.057231
473.346994,0.041444,0.012629,0.000000,0.054073
473.532269,0.038664,0.012244,0.000000,0.050908
473.717543,0.035868,0.011962,0.000000,0.047830
473.902818,0.033134,0.011783,0.000000,0.044917
474.088092,0.030517,0.011705,0.000000,0.042222
474.273367,0.028057,0.011726,0.000000,0.039783
474.458641,0.025775,0.011846,0.000000,0.037621
474.643916,0.023680,0.012065,0.000000,0.035745
474.829190,0.021772,0.012384,0.000000,0.034157
475.014465,0.020044,0.012807,0.000000,0.032851
475.199739,0.018484,0.013335,0.000000,0.031819
475.385014,0.017078,0.013972,0.000000,0.031050
475.570288,0.015813,0.014719,0.000000,0.030532
475.755562,0.014673,0.015576,0.000000,0.030249
475.940837,0.013647,0.016538,0.000000,0.030185
476.126111,0.012721,0.017595,0.000000,0.030316
476.311386,0.011884,0.018730,0.000000,0.030614
476.496660,0.011127,0.019917,0.000000,0.031044
476.681935,0.010439,0.021122,0.000000,0.031561
476.867209,0.009814,0.022300,0.000000,0.032113
477.052484,0.009244,0.023397,0.000000,0.032641
477.237758,0.008723,0.024359,0.000000,0.033082
477.423033,0.008245,0.025129,0.000000,0.033374
477.608307,0.007808,0.025656,0.000000,0.033464
477.793582,0.007405,0.025904,0.000000,0.033308
477.978856,0.007033,0.025848,0.000000,0.032882
478.164131,0.006690,0.025489,0.000000,0.032179
478.349405,0.006373,0.024841,0.000000,0.031214
478.534680,0.006079,0.023941,0.000000,0.030020
478.719954,0.005806,0.022835,0.000000,0.028641
478.905228,0.005551,0.021578,0.000000,0.027129
479.090503,0.005315,0.020225,0.000000,0.025539
479.275777,0.005094,0.018829,0.000000,0.023923
479.461052,0.004887,0.017435,0.000000,0.022323
479.646326,0.004694,0.016080,0.000000,0.020774
479.831601,0.004514,0.014788,0.000000,0.019302
480.016875,0.004344,0.013579,0.000000,0.017923
480.202150,0.004185,0.012459,0.000000,0.016645
480.387424,0.004037,0.011434,0.000000,0.015471
480.572699,0.003897,0.010502,0.000000,0.014398
480.757973,0.003765,0.009658,0.000000,0.013423
480.943248,0.003642,0.008896,0.000000,0.012539
481.128522,0.003527,0.008211,0.000000,0.011737
481.313797,0.003418,0.007593,0.000000,0.011011
481.499071,0.003316,0.007038,0.000000,0.010354
481.684346,0.003220,0.006537,0.000000,0.009757
481.869620,0.003131,0.006085,0.000000,0.009216
482.054895,0.003047,0.005676,0.000000,0.008724
482.240169,0.002969,0.005306,0.000000,0.008275
482.425443,0.002896,0.004970,0.000000,0.007866
482.610718,0.002828,0.004664,0.000000,0.007492
482.795992,0.002764,0.004385,0.000000,0.007149
482.981267,0.002705,0.004130,0.000000,0.006835
483.166541,0.002650,0.003896,0.000000,0.006546
483.351816,0.002599,0.003681,0.000000,0.006281
483.537090,0.002551,0.003484,0.000000,0.006035
483.722365,0.002506,0.003302,0.000000,0.005808
483.907639,0.002464,0.003133,0.000000,0.005597
484.092914,0.002423,0.002977,0.000000,0.005401
484.278188,0.002384,0.002833,0.000000,0.005217
484.463463,0.002345,0.002698,0.000000,0.005044
484.648737,0.002307,0.002573,0.000000,0.004881
484.834012,0.002268,0.002457,0.000000,0.004725
485.019286,0.002229,0.002348,0.000000,0.004577
485.204561,0.002187,0.002247,0.000000,0.004434
485.389835,0.002144,0.002152,0.000000,0.004296
485.575110,0.002099,0.002063,0.000000,0.004162
485.760384,0.002052,0.001979,0.000000,0.004031
485.945658,0.002002,0.001901,0.000000,0.003904
486.130933,0.001951,0.001828,0.000000,0.003779
486.316207,0.001897,0.001759,0.000000,0.003656
486.501482,0.001842,0.001694,0.000000,0.003536
486.686756,0.001786,0.001634,0.000000,0.003420
486.872031,0.001729,0.001577,0.000000,0.003306
487.057305,0.001672,0.001523,0.000000,0.003195
487.242580,0.001615,0.001473,0.000000,0.003088
487.427854,0.001558,0.001426,0.000000,0.002984
487.613129,0.001503,0.001382,0.000000,0.002885
487.798403,0.001448,0.001341,0.000000,0.002789
487.983678,0.001395,0.001302,0.000000,0.002697
488.168952,0.001344,0.001266,0.000000,0.002610
488.354227,0.001294,0.001233,0.000000,0.002527
488.539501,0.001246,0.001201,0.000000,0.002448
488.724776,0.001200,0.001172,0.000000,0.002372
488.910050,0.001155,0.001145,0.000000,0.002301
489.095324,0.001113,0.001120,0.000000,0.002233
489.280599,0.001071,0.001097,0.000000,0.002168
489.465873,0.001032,0.001074,0.000000,0.002106
489.651148,0.000994,0.001053,0.000000,0.002048
489.836422,0.000958,0.001033,0.000000,0.001991
490.021697,0.000923,0.001014,0.000000,0.001937
490.206971,0.000889,0.000995,0.000000,0.001884
490.392246,0.000857,0.000975,0.000000,0.001833
490.577520,0.000826,0.000956,0.000000,0.001782
490.762795,0.000796,0.000936,0.000000,0.001732
490.948069,0.000768,0.000915,0.000000,0.001683
491.133344,0.000740,0.000893,0.000000,0.001633
491.318618,0.000713,0.000871,0.000000,0.001584
491.503893,0.000687,0.000847,0.000000,0.001534
491.689167,0.000662,0.000822,0.000000,0.001484
491.874442,0.000638,0.000796,0.000000,0.001434
492.059716,0.000615,0.000769,0.000000,0.001383
492.244991,0.000592,0.000741,0.000000,0.001333
492.430265,0.000570,0.000713,0.000000,0.001283
492.615539,0.000549,0.000684,0.000000,0.001233
492.800814,0.000528,0.000656,0.000000,0.001184
492.986088,0.000508,0.000627,0.000000,0.001136
493.171363,0.000489,0.000599,0.000000,0.001088
493.356637,0.000470,0.000571,0.000000,0.001041
493.541912,0.000452,0.000544,0.000000,0.000996
493.727186,0.000434,0.000518,0.000000,0.000952
493.912461,0.000416,0.000492,0.000000,0.000909
494.097735,0.000399,0.000468,0.000000,0.000867
494.283010,0.000383,0.000444,0.000000,0.000827
494.468284,0.000367,0.000421,0.000000,0.000788
494.653559,0.000351,0.000399,0.000000,0.000750
494.838833,0.000336,0.000378,0.000000,0.000713
495.024108,0.000321,0.000357,0.000000,0.000678
495.209382,0.000306,0.000338,0.000000,0.000644
495.394657,0.000292,0.000319,0.000000,0.000611
495.579931,0.000278,0.000301,0.000000,0.000579
495.765206,0.000264,0.000284,0.000000,0.000548
495.950480,0.000251,0.000267,0.000000,0.000518
496.135754,0.000238,0.000251,0.000000,0.000489
496.321029,0.000225,0.000236,0.000000,0.000461
496.506303,0.000212,0.000221,0.000000,0.000433
496.691578,0.000200,0.000207,0.000000,0.000407
496.876852,0.000188,0.000193,0.000000,0.000381
497.062127,0.000176,0.000180,0.000000,0.000356
497.247401,0.000165,0.000167,0.000000,0.000332
497.432676,0.000154,0.000155,0.000000,0.000308
497.617950,0.000143,0.000143,0.000000,0.000285
497.803225,0.000132,0.000131,0.000000,0.000263
497.988499,0.000121,0.000120,0.000000,0.000241
498.173774,0.000111,0.000109,0.000000,0.000220
498.359048,0.000101,0.000098,0.000000,0.000199
498.544323,0.000091,0.000088,0.000000,0.000179
498.729597,0.000081,0.000078,0.000000,0.000159
498.914872,0.000071,0.000069,0.000000,0.000140
499.100146,0.000062,0.000059,0.000000,0.000121
499.285420,0.000052,0.000050,0.000000,0.000102
499.470695,0.000043,0.000041,0.000000,0.000084
499.655969,0.000034,0.000033,0.000000,0.000067
499.841244,0.000025,0.000024,0.000000,0.000050
500.026518,0.000017,0.000016,0.000000,0.000033
500.211793,0.000008,0.000008,0.000000,0.000016
500.397067,0.000000,0.000000,0.000000,0.000000
