E,dup,ddn,pup,pdn,octup,octdn,totup,totdn
0.762542,0.104640,-0.104640,0.028482,-0.028482,0.023002,-0.023002,0.156124,-0.156124
0.842809,0.102505,-0.102505,0.027501,-0.027501,0.022409,-0.022409,0.152416,-0.152416
0.923077,0.100801,-0.100801,0.026632,-0.026632,0.021836,-0.021836,0.149270,-0.149270
1.003344,0.099508,-0.099508,0.025867,-0.025867,0.021281,-0.021281,0.146656,-0.146656
1.083612,0.098611,-0.098611,0.025197,-0.025197,0.020745,-0.020745,0.144553,-0.144553
1.163880,0.098099,-0.098099,0.024618,-0.024618,0.020225,-0.020225,0.142942,-0.142942
1.244147,0.097964,-0.097964,0.024125,-0.024125,0.019722,-0.019722,0.141811,-0.141811
1.324415,0.098202,-0.098202,0.023716,-0.023716,0.019234,-0.019234,0.141152,-0.141152
1.404682,0.098813,-0.098813,0.023387,-0.023387,0.018761,-0.018761,0.140961,-0.140961
1.484950,0.099799,-0.099799,0.023138,-0.023138,0.018303,-0.018303,0.141239,-0.141239
1.565217,0.101166,-0.101166,0.022968,-0.022968,0.017858,-0.017858,0.141992,-0.141992
1.645485,0.102924,-0.102924,0.022878,-0.022878,0.017426,-0.017426,0.143228,-0.143228
1.725753,0.105084,-0.105084,0.022869,-0.022869,0.017008,-0.017008,0.144961,-0.144961
1.806020,0.107662,-0.107662,0.022944,-0.022944,0.016601,-0.016601,0.147207,-0.147207
1.886288,0.110676,-0.110676,0.023106,-0.023106,0.016206,-0.016206,0.149988,-0.149988
1.966555,0.114147,-0.114147,0.023359,-0.023359,0.015823,-0.015823,0.153329,-0.153329
2.046823,0.118098,-0.118098,0.023710,-0.023710,0.015450,-0.015450,0.157258,-0.157258
2.127090,0.122556,-0.122556,0.024163,-0.024163,0.015088,-0.015088,0.161807,-0.161807
2.207358,0.127549,-0.127549,0.024728,-0.024728,0.014735,-0.014735,0.167012,-0.167012
2.287625,0.133105,-0.133105,0.025412,-0.025412,0.014393,-0.014393,0.172909,-0.172909
2.367893,0.139255,-0.139255,0.026225,-0.026225,0.014059,-0.014059,0.179539,-0.179539
2.448161,0.146029,-0.146029,0.027178,-0.027178,0.013735,-0.013735,0.186942,-0.186942
2.528428,0.153455,-0.153455,0.028282,-0.028282,0.013419,-0.013419,0.195156,-0.195156
2.608696,0.161557,-0.161557,0.029549,-0.029549,0.013112,-0.013112,0.204218,-0.204218
2.688963,0.170356,-0.170356,0.030992,-0.030992,0.012812,-0.012812,0.214161,-0.214161
2.769231,0.179865,-0.179865,0.032621,-0.032621,0.012521,-0.012521,0.225007,-0.225007
2.849498,0.190087,-0.190087,0.034446,-0.034446,0.012237,-0.012237,0.236770,-0.236770
2.929766,0.201012,-0.201012,0.036477,-0.036477,0.011960,-0.011960,0.249449,-0.249449
3.010033,0.212615,-0.212615,0.038718,-0.038718,0.011690,-0.011690,0.263023,-0.263023
3.090301,0.224853,-0.224853,0.041169,-0.041169,0.011426,-0.011426,0.277449,-0.277449
3.170569,0.237661,-0.237661,0.043826,-0.043826,0.011170,-0.011170,0.292658,-0.292658
3.250836,0.250952,-0.250952,0.046677,-0.046677,0.010919,-0.010919,0.308549,-0.308549
