E,I32,I12,Ibg,Itot
509.732441,0.140371,0.001971,0.000000,0.141382
509.966555,0.123157,0.002049,0.000000,0.124227
510.200669,0.107489,0.002131,0.000000,0.108624
510.434783,0.093572,0.002218,0.000000,0.094779
510.668896,0.081497,0.002311,0.000000,0.082783
510.903010,0.071260,0.002409,0.000000,0.072632
511.137124,0.062786,0.002513,0.000000,0.064252
511.371237,0.055947,0.002624,0.000000,0.057517
511.605351,0.050586,0.002742,0.000000,0.052268
511.839465,0.046528,0.002868,0.000000,0.048332
512.073579,0.043596,0.003003,0.000000,0.045532
512.307692,0.041612,0.003147,0.000000,0.043690
512.541806,0.040407,0.003302,0.000000,0.042639
512.775920,0.039817,0.003469,0.000000,0.042215
513.010033,0.039689,0.003649,0.000000,0.042267
513.244147,0.039878,0.003843,0.000000,0.042650
513.478261,0.040245,0.004054,0.000000,0.043229
513.712375,0.040667,0.004283,0.000000,0.043880
513.946488,0.041028,0.004532,0.000000,0.044491
514.180602,0.041230,0.004805,0.000000,0.044967
514.414716,0.041193,0.005104,0.000000,0.045230
514.648829,0.040858,0.005434,0.000000,0.045225
514.882943,0.040187,0.005800,0.000000,0.044920
515.117057,0.039169,0.006208,0.000000,0.044308
515.351171,0.037811,0.006665,0.000000,0.043407
515.585284,0.036146,0.007182,0.000000,0.042257
515.819398,0.034218,0.007771,0.000000,0.040917
516.053512,0.032087,0.008450,0.000000,0.039463
516.287625,0.029819,0.009242,0.000000,0.037985
516.521739,0.027481,0.010178,0.000000,0.036581
516.755853,0.025136,0.011301,0.000000,0.035359
516.989967,0.022842,0.012671,0.000000,0.034434
517.224080,0.020648,0.014366,0.000000,0.033934
517.458194,0.018588,0.016496,0.000000,0.034003
517.692308,0.016689,0.019201,0.000000,0.034810
517.926421,0.014964,0.022667,0.000000,0.036555
518.160535,0.013419,0.027132,0.000000,0.039477
518.394649,0.012050,0.032887,0.000000,0.043867
518.628763,0.010848,0.040281,0.000000,0.050067
518.862876,0.009799,0.049720,0.000000,0.058466
519.096990,0.008890,0.061644,0.000000,0.069493
519.331104,0.008102,0.076512,0.000000,0.083590
519.565217,0.007421,0.094759,0.000000,0.101176
519.799331,0.006831,0.116749,0.000000,0.122599
520.033445,0.006319,0.142710,0.000000,0.148076
520.267559,0.005872,0.172676,0.000000,0.177628
520.501672,0.005480,0.206417,0.000000,0.211014
520.735786,0.005134,0.243390,0.000000,0.247682
520.969900,0.004826,0.282711,0.000000,0.286739
521.204013,0.004552,0.323155,0.000000,0.326954
521.438127,0.004304,0.363203,0.000000,0.366799
521.672241,0.004081,0.401117,0.000000,0.404532
521.906355,0.003877,0.435067,0.000000,0.438316
522.140468,0.003691,0.463275,0.000000,0.466370
522.374582,0.003520,0.484172,0.000000,0.487118
522.608696,0.003362,0.496546,0.000000,0.499348
522.842809,0.003216,0.499664,0.000000,0.502323
523.076923,0.003080,0.493345,0.000000,0.495860
523.311037,0.002953,0.477979,0.000000,0.480350
523.545151,0.002834,0.454488,0.000000,0.456714
523.779264,0.002722,0.424233,0.000000,0.426314
524.013378,0.002618,0.388879,0.000000,0.390816
524.247492,0.002519,0.350246,0.000000,0.352041
524.481605,0.002426,0.310148,0.000000,0.311804
524.715719,0.002338,0.270258,0.000000,0.271782
524.949833,0.002254,0.232001,0.000000,0.233398
525.183946,0.002175,0.196484,0.000000,0.197763
