E,I32,I12,Ibg,Itot
720.714933,0.167796,0.049237,0.000000,0.215612
720.882492,0.158474,0.053461,0.000000,0.210504
721.050050,0.149766,0.058268,0.000000,0.206596
721.217609,0.141601,0.063769,0.000000,0.203927
721.385167,0.133915,0.070102,0.000000,0.202572
721.552726,0.126655,0.077437,0.000000,0.202647
721.720284,0.119777,0.085979,0.000000,0.204314
721.887843,0.113245,0.095977,0.000000,0.207786
722.055401,0.107031,0.107724,0.000000,0.213329
722.222960,0.101114,0.121557,0.000000,0.221260
722.390518,0.095479,0.137844,0.000000,0.231931
722.558077,0.090118,0.156959,0.000000,0.245711
722.725635,0.085026,0.179242,0.000000,0.262932
722.893194,0.080199,0.204932,0.000000,0.283834
723.060753,0.075637,0.234089,0.000000,0.308472
723.228311,0.071335,0.266495,0.000000,0.336628
723.395870,0.067293,0.301566,0.000000,0.367713
723.563428,0.063503,0.338292,0.000000,0.400709
723.730987,0.059959,0.375220,0.000000,0.434154
723.898545,0.056652,0.410527,0.000000,0.466211
724.066104,0.053571,0.442165,0.000000,0.494820
724.233662,0.050703,0.468093,0.000000,0.517922
724.401221,0.048037,0.486540,0.000000,0.533732
724.568779,0.045558,0.496271,0.000000,0.540997
724.736338,0.043254,0.496780,0.000000,0.539199
724.903896,0.041111,0.488378,0.000000,0.528635
725.071455,0.039116,0.472148,0.000000,0.510377
725.239013,0.037258,0.449776,0.000000,0.486103
725.406572,0.035526,0.423300,0.000000,0.457843
725.574130,0.033909,0.394830,0.000000,0.427701
725.741689,0.032397,0.366287,0.000000,0.397592
725.909247,0.030982,0.339214,0.000000,0.369053
726.076806,0.029656,0.314674,0.000000,0.343139
726.244365,0.028411,0.293227,0.000000,0.320406
726.411923,0.027242,0.274992,0.000000,0.300967
726.579482,0.026141,0.259743,0.000000,0.284587
726.747040,0.025104,0.247032,0.000000,0.270814
726.914599,0.024125,0.236308,0.000000,0.259091
727.082157,0.023201,0.227024,0.000000,0.248863
727.249716,0.022327,0.218712,0.000000,0.239660
727.417274,0.021499,0.211037,0.000000,0.231142
727.584833,0.020714,0.203816,0.000000,0.223122
727.752391,0.019970,0.197011,0.000000,0.215559
727.919950,0.019262,0.190709,0.000000,0.208536
728.087508,0.018589,0.185078,0.000000,0.202221
728.255067,0.017949,0.180334,0.000000,0.196828
728.422625,0.017339,0.176702,0.000000,0.192577
728.590184,0.016757,0.174378,0.000000,0.189667
728.757742,0.016202,0.173516,0.000000,0.188247
728.925301,0.015671,0.174206,0.000000,0.188406
729.092860,0.015164,0.176467,0.000000,0.190163
729.260418,0.014679,0.180244,0.000000,0.193461
729.427977,0.014214,0.185406,0.000000,0.198167
729.595535,0.013769,0.191745,0.000000,0.204071
729.763094,0.013342,0.198976,0.000000,0.210888
729.930652,0.012932,0.206746,0.000000,0.218261
730.098211,0.012539,0.214643,0.000000,0.225779
730.265769,0.012161,0.222214,0.000000,0.232986
730.433328,0.011798,0.228994,0.000000,0.239413
730.600886,0.011448,0.234531,0.000000,0.244611
730.768445,0.011112,0.238429,0.000000,0.248179
730.936003,0.010788,0.240375,0.000000,0.249804
731.103562,0.010476,0.240171,0.000000,0.249287
731.271120,0.010175,0.237749,0.000000,0.246559
731.438679,0.009885,0.233176,0.000000,0.241687
731.606237,0.009605,0.226644,0.000000,0.234862
731.773796,0.009335,0.218444,0.000000,0.226377
731.941355,0.009074,0.208937,0.000000,0.216591
732.108913,0.008822,0.198516,0.000000,0.205899
732.276472,0.008578,0.187572,0.000000,0.194690
732.444030,0.008342,0.176460,0.000000,0.183322
732.611589,0.008114,0.165483,0.000000,0.172096
732.779147,0.007893,0.154877,0.000000,0.161249
732.946706,0.007679,0.144807,0.000000,0.150947
733.114264,0.007471,0.135376,0.000000,0.141292
733.281823,0.007270,0.126629,0.000000,0.132327
733.449381,0.007076,0.118568,0.000000,0.124056
733.616940,0.006887,0.111164,0.000000,0.116449
733.784498,0.006704,0.104370,0.000000,0.109460
733.952057,0.006526,0.098129,0.000000,0.103030
734.119615,0.006353,0.092384,0.000000,0.097101
734.287174,0.006186,0.087075,0.000000,0.091615
734.454732,0.006023,0.082152,0.000000,0.086519
734.622291,0.005865,0.077567,0.000000,0.081768
734.789849,0.005711,0.073281,0.000000,0.077320
734.957408,0.005562,0.069258,0.000000,0.073140
735.124967,0.005416,0.065468,0.000000,0.069197
735.292525,0.005275,0.061885,0.000000,0.065467
735.460084,0.005137,0.058489,0.000000,0.061926
735.627642,0.005003,0.055262,0.000000,0.058559
735.795201,0.004873,0.052191,0.000000,0.055352
735.962759,0.004746,0.049266,0.000000,0.052295
736.130318,0.004622,0.046482,0.000000,0.049381
736.297876,0.004501,0.043833,0.000000,0.046607
736.465435,0.004384,0.041319,0.000000,0.043970
736.632993,0.004269,0.038937,0.000000,0.041469
736.800552,0.004158,0.036687,0.000000,0.039103
736.968110,0.004049,0.034567,0.000000,0.036871
737.135669,0.003943,0.032576,0.000000,0.034769
737.303227,0.003839,0.030711,0.000000,0.032797
737.470786,0.003738,0.028967,0.000000,0.030949
737.638344,0.003639,0.027341,0.000000,0.029221
737.805903,0.003543,0.025826,0.000000,0.027607
737.973462,0.003449,0.024417,0.000000,0.026101
738.141020,0.003357,0.023107,0.000000,0.024696
738.308579,0.003267,0.021889,0.000000,0.023386
738.476137,0.003179,0.020757,0.000000,0.022163
738.643696,0.003093,0.019703,0.000000,0.021022
738.811254,0.003009,0.018723,0.000000,0.019956
738.978813,0.002927,0.017809,0.000000,0.018959
