E,Id,Ip,Ioct,Itot,Ibg
4.050197,0.682651,0.036608,0.277668,0.996928,nan
4.102080,0.668390,0.035397,0.294925,0.998712,nan
4.153963,0.652829,0.034147,0.312712,0.999688,nan
4.205846,0.636165,0.032867,0.330967,1.000000,nan
4.257729,0.618599,0.031568,0.349622,0.999788,nan
4.309612,0.600324,0.030257,0.368598,0.999180,nan
4.361495,0.581531,0.028946,0.387811,0.998289,nan
4.413378,0.562397,0.027642,0.407168,0.997207,nan
4.465261,0.543085,0.026354,0.426571,0.996010,nan
4.517144,0.523743,0.025089,0.445915,0.994748,nan
4.569027,0.504504,0.023854,0.465094,0.993452,nan
4.620910,0.485479,0.022653,0.483998,0.992130,nan
4.672793,0.466766,0.021492,0.502514,0.990772,nan
4.724675,0.448444,0.020374,0.520532,0.989350,nan
4.776558,0.430576,0.019302,0.537943,0.987821,nan
4.828441,0.413213,0.018277,0.554641,0.986131,nan
4.880324,0.396391,0.017301,0.570524,0.984217,nan
4.932207,0.380137,0.016374,0.585499,0.982011,nan
4.984090,0.364466,0.015497,0.599479,0.979442,nan
5.035973,0.349388,0.014667,0.612387,0.976442,nan
5.087856,0.334903,0.013885,0.624156,0.972944,nan
5.139739,0.321010,0.013148,0.634729,0.968887,nan
5.191622,0.307699,0.012455,0.644065,0.964220,nan
5.243505,0.294961,0.011805,0.652132,0.958897,nan
5.295388,0.282781,0.011194,0.658912,0.952887,nan
5.347271,0.271144,0.010622,0.664401,0.946167,nan
5.399153,0.260034,0.010085,0.668607,0.938726,nan
5.451036,0.249433,0.009582,0.671550,0.930565,nan
5.502919,0.239321,0.009111,0.673262,0.921694,nan
5.554802,0.229680,0.008670,0.673786,0.912136,nan
5.606685,0.220491,0.008256,0.673174,0.901922,nan
5.658568,0.211734,0.007869,0.671488,0.891091,nan
5.710451,0.203390,0.007505,0.668795,0.879690,nan
5.762334,0.195441,0.007164,0.665167,0.867772,nan
5.814217,0.187868,0.006845,0.660682,0.855395,nan
5.866100,0.180656,0.006544,0.655418,0.842618,nan
5.917983,0.173788,0.006262,0.649455,0.829505,nan
5.969866,0.167250,0.005996,0.642872,0.816118,nan
6.021749,0.161027,0.005747,0.635744,0.802518,nan
6.073631,0.155109,0.005512,0.628146,0.788766,nan
6.125514,0.149484,0.005290,0.620143,0.774917,nan
6.177397,0.144143,0.005081,0.611800,0.761025,nan
6.229280,0.139080,0.004884,0.603171,0.747135,nan
6.281163,0.134286,0.004698,0.594305,0.733290,nan
6.333046,0.129757,0.004523,0.585245,0.719525,nan
6.384929,0.125489,0.004357,0.576024,0.705870,nan
6.436812,0.121479,0.004200,0.566669,0.692348,nan
6.488695,0.117724,0.004051,0.557201,0.678976,nan
6.540578,0.114222,0.003910,0.547632,0.665765,nan
6.592461,0.110972,0.003777,0.537972,0.652722,nan
6.644344,0.107973,0.003651,0.528223,0.639847,nan
6.696227,0.105224,0.003531,0.518383,0.627138,nan
6.748109,0.102724,0.003418,0.508448,0.614589,nan
6.799992,0.100471,0.003311,0.498410,0.602192,nan
6.851875,0.098465,0.003209,0.488262,0.589936,nan
6.903758,0.096705,0.003112,0.477993,0.577810,nan
6.955641,0.095188,0.003020,0.467596,0.565804,nan
7.007524,0.093913,0.002933,0.457062,0.553908,nan
7.059407,0.092877,0.002851,0.446386,0.542114,nan
7.111290,0.092078,0.002772,0.435565,0.530415,nan
7.163173,0.091511,0.002698,0.424597,0.518806,nan
7.215056,0.091173,0.002627,0.413487,0.507287,nan
7.266939,0.091061,0.002560,0.402239,0.495860,nan
7.318822,0.091168,0.002497,0.390863,0.484527,nan
