E,dup,ddn,pup,pdn,octup,octdn,totup,totdn
8.147157,0.000407,-0.006649,0.000707,-0.000393,0.001076,-0.001076,0.002190,-0.008118
8.227425,0.000395,-0.006424,0.000685,-0.000378,0.001043,-0.001043,0.002123,-0.007845
8.307692,0.000383,-0.006210,0.000664,-0.000363,0.001011,-0.001011,0.002058,-0.007584
8.387960,0.000371,-0.006005,0.000643,-0.000348,0.000980,-0.000980,0.001994,-0.007334
8.468227,0.000360,-0.005810,0.000622,-0.000334,0.000949,-0.000949,0.001931,-0.007094
8.548495,0.000348,-0.005624,0.000602,-0.000321,0.000919,-0.000919,0.001869,-0.006864
8.628763,0.000337,-0.005447,0.000582,-0.000308,0.000889,-0.000889,0.001808,-0.006644
8.709030,0.000326,-0.005278,0.000562,-0.000295,0.000860,-0.000860,0.001749,-0.006433
8.789298,0.000316,-0.005116,0.000543,-0.000283,0.000831,-0.000831,0.001690,-0.006230
8.869565,0.000305,-0.004962,0.000525,-0.000271,0.000803,-0.000803,0.001633,-0.006036
8.949833,0.000295,-0.004816,0.000506,-0.000259,0.000775,-0.000775,0.001576,-0.005850
9.030100,0.000285,-0.004676,0.000488,-0.000248,0.000748,-0.000748,0.001521,-0.005672
9.110368,0.000274,-0.004542,0.000470,-0.000237,0.000721,-0.000721,0.001466,-0.005501
9.190635,0.000265,-0.004416,0.000453,-0.000226,0.000695,-0.000695,0.001413,-0.005337
9.270903,0.000255,-0.004295,0.000436,-0.000216,0.000669,-0.000669,0.001360,-0.005180
9.351171,0.000245,-0.004181,0.000419,-0.000206,0.000644,-0.000644,0.001308,-0.005031
9.431438,0.000236,-0.004073,0.000403,-0.000196,0.000619,-0.000619,0.001257,-0.004888
9.511706,0.000227,-0.003971,0.000386,-0.000186,0.000594,-0.000594,0.001208,-0.004751
9.591973,0.000218,-0.003874,0.000371,-0.000177,0.000570,-0.000570,0.001158,-0.004621
9.672241,0.000209,-0.003783,0.000355,-0.000168,0.000547,-0.000547,0.001110,-0.004498
9.752508,0.000200,-0.003698,0.000340,-0.000159,0.000523,-0.000523,0.001063,-0.004380
9.832776,0.000191,-0.003619,0.000324,-0.000150,0.000500,-0.000500,0.001016,-0.004269
9.913043,0.000183,-0.003545,0.000310,-0.000142,0.000478,-0.000478,0.000970,-0.004165
9.993311,0.000174,-0.003478,0.000295,-0.000134,0.000455,-0.000455,0.000925,-0.004067
10.073579,0.000166,-0.003416,0.000281,-0.000126,0.000434,-0.000434,0.000881,-0.003975
10.153846,0.000158,-0.003361,0.000267,-0.000118,0.000412,-0.000412,0.000837,-0.003891
10.234114,0.000150,-0.003312,0.000253,-0.000110,0.000391,-0.000391,0.000794,-0.003813
10.314381,0.000142,-0.003269,0.000239,-0.000103,0.000370,-0.000370,0.000752,-0.003743
10.394649,0.000134,-0.003235,0.000226,-0.000096,0.000350,-0.000350,0.000710,-0.003680
10.474916,0.000126,-0.003207,0.000213,-0.000089,0.000330,-0.000330,0.000669,-0.003626
10.555184,0.000119,-0.003189,0.000200,-0.000082,0.000310,-0.000310,0.000629,-0.003580
10.635452,0.000111,-0.003179,0.000187,-0.000075,0.000290,-0.000290,0.000589,-0.003544
10.715719,0.000104,-0.003180,0.000175,-0.000068,0.000271,-0.000271,0.000550,-0.003520
10.795987,0.000097,-0.003193,0.000163,-0.000062,0.000252,-0.000252,0.000512,-0.003507
10.876254,0.000090,-0.003219,0.000150,-0.000056,0.000233,-0.000233,0.000474,-0.003509
10.956522,0.000083,-0.003262,0.000139,-0.000050,0.000215,-0.000215,0.000436,-0.003527
11.036789,0.000076,-0.003324,0.000127,-0.000044,0.000197,-0.000197,0.000400,-0.003565
11.117057,0.000069,-0.003409,0.000115,-0.000038,0.000179,-0.000179,0.000364,-0.003627
11.197324,0.000062,-0.003524,0.000104,-0.000033,0.000162,-0.000162,0.000328,-0.003718
11.277592,0.000056,-0.003675,0.000093,-0.000028,0.000144,-0.000144,0.000293,-0.003847
11.357860,0.000049,-0.003872,0.000082,-0.000023,0.000127,-0.000127,0.000258,-0.004022
11.438127,0.000043,-0.004128,0.000071,-0.000018,0.000111,-0.000111,0.000224,-0.004256
11.518395,0.000036,-0.004458,0.000060,-0.000014,0.000094,-0.000094,0.000191,-0.004566
11.598662,0.000030,-0.004881,0.000050,-0.000010,0.000078,-0.000078,0.000158,-0.004969
11.678930,0.000024,-0.005420,0.000040,-0.000007,0.000062,-0.000062,0.000125,-0.005488
11.759197,0.000018,-0.006098,0.000030,-0.000004,0.000046,-0.000046,0.000093,-0.006148
11.839465,0.000012,-0.006941,0.000020,-0.000002,0.000030,-0.000030,0.000062,-0.006973
11.919732,0.000006,-0.007969,0.000010,-0.000000,0.000015,-0.000015,0.000031,-0.007985
12.000000,0.000000,-0.009200,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.009200
