E,dup,ddn,pup,pdn,octup,octdn,totup,totdn
10.394649,0.000074,-0.021725,0.000754,-0.001314,0.000437,-0.000437,0.001265,-0.023475
10.474916,0.000147,-0.022297,0.000734,-0.001310,0.000412,-0.000412,0.001293,-0.024019
10.555184,0.000245,-0.022945,0.000712,-0.001309,0.000388,-0.000388,0.001345,-0.024642
10.635452,0.000365,-0.023676,0.000690,-0.001310,0.000364,-0.000364,0.001419,-0.025349
10.715719,0.000506,-0.024498,0.000666,-0.001312,0.000340,-0.000340,0.001512,-0.026150
10.795987,0.000666,-0.025424,0.000640,-0.001314,0.000316,-0.000316,0.001623,-0.027054
10.876254,0.000842,-0.026463,0.000611,-0.001316,0.000293,-0.000293,0.001747,-0.028072
10.956522,0.001030,-0.027627,0.000580,-0.001316,0.000270,-0.000270,0.001881,-0.029214
11.036789,0.001226,-0.028924,0.000548,-0.001316,0.000248,-0.000248,0.002022,-0.030488
11.117057,0.001425,-0.030362,0.000512,-0.001313,0.000226,-0.000226,0.002163,-0.031901
11.197324,0.001622,-0.031943,0.000475,-0.001309,0.000204,-0.000204,0.002301,-0.033456
11.277592,0.001811,-0.033665,0.000436,-0.001304,0.000182,-0.000182,0.002429,-0.035151
11.357860,0.001986,-0.035517,0.000395,-0.001297,0.000161,-0.000161,0.002542,-0.036974
11.438127,0.002143,-0.037482,0.000353,-0.001288,0.000140,-0.000140,0.002635,-0.038910
11.518395,0.002276,-0.039534,0.000308,-0.001279,0.000119,-0.000119,0.002703,-0.040932
11.598662,0.002381,-0.041638,0.000262,-0.001269,0.000099,-0.000099,0.002741,-0.043005
11.678930,0.002455,-0.043749,0.000213,-0.001257,0.000078,-0.000078,0.002747,-0.045084
11.759197,0.002497,-0.045816,0.000163,-0.001244,0.000058,-0.000058,0.002718,-0.047119
11.839465,0.002506,-0.047782,0.000110,-0.001229,0.000039,-0.000039,0.002655,-0.049050
11.919732,0.002483,-0.049586,0.000056,-0.001212,0.000019,-0.000019,0.002558,-0.050817
12.000000,0.002431,-0.051169,0.000000,-0.001191,0.000000,-0.000000,0.002431,-0.052359
