Edup,Idup,Eddn,Iddn,Epup,Ipup,Epdn,Ipdn,Eoctup,Ioctup,Eoctdn,Ioctdn
-19.516000,0.038322,-19.516000,-0.038322,-11.894000,0.024332,-11.894000,-0.024332,-8.968000,1.000000,-8.968000,-1.000000
-15.087000,0.029791,-15.087000,-0.029791,-5.325000,2.341199,-5.325000,-2.341199,-6.094000,1.988000,-6.094000,-1.988000
-11.894000,0.546588,-11.894000,-0.546588,-2.000000,0.633428,-2.000000,-0.633428,-8.021000,2.994000,-8.021000,-2.994000
-5.325000,0.420331,-5.325000,-0.420331,4.374000,0.257214,4.374000,-0.257214,-8.107000,3.000000,-8.107000,-3.000000
-2.000000,1.964896,-2.000000,-1.964896,17.641000,0.002288,17.641000,-0.002288,-6.792000,3.000000,-6.792000,-3.000000
4.374000,1.623791,4.374000,-1.623791,,,,,-6.701000,3.000000,-6.701000,-3.000000
17.641000,0.114926,17.641000,-0.114926,,,,,-6.316000,3.000000,-6.316000,-3.000000
35.665000,0.001766,35.665000,-0.001766,,,,,,,,
