9.9393729 0.3674346
9.8153726 0.3795512
9.6913723 0.3706232
9.5673721 0.3585066
9.4433718 0.3470277
9.3193715 0.3380997
9.1953712 0.3259831
9.0713710 0.3247076
8.9473707 0.3285339
8.8233704 0.3361865
8.6993701 0.3540425
8.5753699 0.3744494
8.4513696 0.4069729
8.3273693 0.4394964
8.2033690 0.4675559
8.0793688 0.4988040
7.9553685 0.5211241
7.8313682 0.5447195
7.7073679 0.5581116
7.5833677 0.5657642
7.4593674 0.5836202
7.3271004 0.6022202
7.2196335 0.6309174
7.0972866 0.6658855
6.9881663 0.7022353
6.8972328 0.7377348
6.7897659 0.7802492
6.7252858 0.8234013
6.6055369 0.8573824
6.5004319 0.9014152
6.3681650 0.9330884
6.2441647 0.9464804
6.1201644 0.9681628
5.9961641 0.9707136
5.8721639 0.9853811
5.7481636 0.9828302
5.6241633 0.9872942
5.5001630 0.9821925
5.3761628 0.9764531
5.2521625 0.9821925
5.1281622 0.9872942
5.0041619 0.9624233
4.8801617 0.9611479
4.7561614 0.9643365
4.6321611 0.9566839
4.5081608 0.9483936
4.3841606 0.9547707
4.2601603 0.9490313
4.1361600 0.9241604
4.0121598 0.8986517
3.8881595 0.8782448
3.8137593 0.8406196
3.7145591 0.8042698
3.6277589 0.7611177
3.5409587 0.7220045
3.4453014 0.6729004
3.3673583 0.6271974
3.2433580 0.5938236
3.1627579 0.5644887
3.0449576 0.5517344
2.9209573 0.5370669
2.8093571 0.5118772
2.7287569 0.4776000
2.6729568 0.4422599
2.5985566 0.4034655
2.5241565 0.3609511
2.4621563 0.3229539
2.4001562 0.2860195
2.3257560 0.2440366
2.2513559 0.2099188
2.1273556 0.1761199
2.0033553 0.1480604
1.8793550 0.1219140
1.7553548 0.1053334
1.6313545 0.1027826
1.5073542 0.0925791
1.3833539 0.0874774
1.2593537 0.0817379
1.1353534 0.0715345
1.0113531 0.0613310
0.8873528 0.0492144
0.7633526 0.0339093
0.6393523 0.0237058
0.5153520 0.0173287
0.3913517 0.0039366
0.2673515 0.0045743
0.1433512 0.0071252
0.0193509 0.0084006
-0.1046494 0.0096761
-0.2286496 0.0080818
-0.3526499 0.0032989
-0.4766502 0.0032989
-0.6006505 0.0032989
-0.7246507 0.0032989
-0.8486510 0.0032989
-0.9602513 0.0040961
